# Nomenclature CCAM consolidée à partir de trois sources officielles : (1) chapitres 1 à 19 de la CCAM descriptive publiés par l'ATIH (https://www.atih.sante.fr/sites/default/files/public/content/1621/Chapitre_N.pdf) ; (2) jeu de données « CCAM Ameli » (data.gouv.fr / InterHop : actes tarifés en libéral) ; (3) libellés abrégés des listes d'actes du Manuel des GHM 2025. Union des actes : un acte absent d'une source reste présent si une autre le porte.
# Extraites le 2026-09-24 par scripts/extraire-referentiel-atih.py : données officielles reprises telles quelles.
# Les libellés sont repris verbatim de la source indiquée (source_libelle) : la casse diffère donc selon la source.
# chapitre_ccam : 1 à 19 ; 18 = gestes complémentaires et d'anesthésie, 19 = adaptations pour la CCAM transitoire (forfaits).
code;libelle;source_libelle;chapitre_ccam;dans_ameli;dans_atih;dans_annexe8
BEEA670;REPOSITIONNEMENT D'UN IRIS ARTIFICIEL;Manuel des GHM 2025 (libelle abrege);;non;non;oui
BEFA001;Exérèse de lésion de l'iris;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BEFA003;Exérèse d'une invasion épithéliale de la chambre antérieure de l'œil, sans autogreffe;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BEFA004;Exérèse de lésion du corps ciliaire;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BEFA005;Exérèse d'une invasion épithéliale de la chambre antérieure de l'œil, avec autogreffe cornéenne ou cornéosclérale;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BEFA007;Résection ou réintégration secondaire de hernie de l'iris;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BEFA008;trabéculectomie [Sclérectomie transfixiante];CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BEFA009;Iridocyclectomie pour tumeur du corps ciliaire;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BEGA002;Ablation de système mécanique de drainage de l'humeur aqueuse Ablation de valves, d'implant relargant infraténonien ou intraoculaire;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BEGA003;Ablation de corps étranger intraoculaire du segment antérieur avec réparation de plaie perforante de l'œil intéressant au moins 2 des structures suivantes : cornée, iris, cristallin;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BEGA004;Ablation secondaire de corps étranger du segment antérieur de l'œil;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BEGA607;ABLATION D'UN IRIS ARTIFICIEL;Manuel des GHM 2025 (libelle abrege);;non;non;oui
BEHB001;Ponction de la chambre antérieure de l'œil [humeur aqueuse];CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BEJB001;Évacuation de collection de la chambre antérieure de l'œil, par voie transsclérale ou par voie transcornéenne avec irrigation-aspiration automatisée;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BEJB002;Évacuation de collection de la chambre antérieure de l'œil, par voie transsclérale ou par voie transcornéenne sans irrigation-aspiration automatisée;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BEJB004;Drainage de l'humeur aqueuse de l'œil Pose de valves, de tissu scléral, d'implant relargant infraténonien ou intraoculaire;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BELA001;Pose de repère radioopaque du segment antérieur de l'œil;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BELA002;Pose d'implant à but réfractif dans la chambre antérieure de l'œil Pose d'implant dans la chambre antérieure sur œil phake;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BELA129;IMP IRIS ART OEIL PSEUDOPH SULCU EN AV IMP À SUPP;Manuel des GHM 2025 (libelle abrege);;non;non;oui
BELA201;IMP IRIS ART SULC + FIXA SCLÈRE + EXTRAC CRISTAL &;Manuel des GHM 2025 (libelle abrege);;non;non;oui
BELA226;IMP IRIS ART ARR RÉSIDU IRIEN + EXTRAC CRISTAL & MEP IMP À;Manuel des GHM 2025 (libelle abrege);;non;non;oui
BELA340;IMP IRIS ART OEIL PSEUDOPH SULC ARR RÉSIDU IRIEN & AV;Manuel des GHM 2025 (libelle abrege);;non;non;oui
BELA473;IMP IRIS ART OEIL APHAQU + FIXA À SCLÈRE, + MEP IMP CRISTAL;Manuel des GHM 2025 (libelle abrege);;non;non;oui
BELB001;injection de substance inerte ou organique dans la chambre antérieure de l'oeil, par voie transcornéenne [Reformation de la chambre antérieure];CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BEMA002;Plastie de la pupille ou de l'iris, sans laser;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BEMA008;Correction chirurgicale d'une fistule ou d'un drainage de l'humeur aqueuse Réfection d'une fistule hypertrophique ou atrophique;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BEMP001;Plastie de la pupille ou de l'iris, avec laser;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BENA001;Destruction de lésion de l'iris ou du corps ciliaire;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BENA002;Destruction partielle du corps ciliaire Cycloaffaiblissement, cyclocoagulation;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BENP001;séance de photocoagulation de l'angle iridocornéen avec laser;CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BEPA001;libération de synéchies et/ou de brides du segment antérieur de l'oeil, par kératotomie;CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BEPA002;Décollement du corps ciliaire [Cyclodialyse];CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BEPA003;Trabéculotomie, par sclérotomie Trabéculotomie ab externo;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BEPA004;Iridotomie ou iridectomie périphérique ou sectorielle sans laser;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BEPB001;Goniotomie oculaire, par voie transsclérale Goniotomie ab interno;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BEPP001;section de synéchies et/ou de brides du segment antérieur de l'oeil avec laser;CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BEPP002;iridotomie avec laser;CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BEQP001;fluorométrie de la chambre antérieure de l'oeil;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BEQP002;Photographies diagnostiques du segment antérieur de l'œil après instillation de colorants vitaux;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BEQP004;photographies diagnostiques du segment antérieur de l'oeil en biomicroscopie;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BEQP007;Photographies diagnostiques du segment antérieur de l'œil;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BEQP900;Tyndallométrie oculaire [Laser cell flare meter];CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BFEA001;Repositionnement de cristallin artificiel ou de lentille intraoculaire;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BFGA001;Extraction de cristallin luxé;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BFGA002;extraction extracapsulaire manuelle du cristallin, avec implantation de cristallin artificiel dans la chambre postérieure de l'oeil;CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BFGA003;Extraction extracapsulaire manuelle du cristallin, sans implantation de cristallin artificiel;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BFGA004;Extraction extracapsulaire du cristallin par phakoémulsification, avec implantation de cristallin artificiel dans la chambre postérieure de l'œil;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BFGA005;Ablation de matériel implanté dans le segment antérieur de l'œil Explantation de cristallin artificiel ou de lentille intraoculaire;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BFGA006;Extraction intracapsulaire ou extracapsulaire du cristallin, avec implantation de cristallin artificiel dans la chambre antérieure de l'œil en cas d'impossibilité d'implantation dans la chambre postérieure;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BFGA007;Extraction de cristallin subluxé ou ectopique;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BFGA008;Extraction extracapsulaire du cristallin par phakoémulsification, sans implantation de cristallin artificiel;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BFGA009;Extraction intracapsulaire du cristallin, sans implantation de cristallin artificiel;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BFGA010;Extraction du cristallin par sclérotomie postérieure [pars plana] [Phakophagie];CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BFGA368;EXTR EXTRACAP CRISTAL PHAKOÉMUL + IMPLANT DS CHBRE;Manuel des GHM 2025 (libelle abrege);;non;non;oui
BFGA427;EXTR EXTRACAP CRISTAL PHAKOÉMUL + IMPLANT DS CHBRE;Manuel des GHM 2025 (libelle abrege);;non;non;oui
BFKA001;Changement de matériel implanté dans le segment antérieur de l'œil Explantation de cristallin artificiel ou de lentille intraoculaire, avec réimplantation;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BFLA001;Implantation secondaire d'un cristallin artificiel non suturé;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BFLA002;Insertion d'un anneau de contention intrasacculaire, au cours d'une extraction du cristallin;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
BFLA003;Implantation secondaire d'un cristallin artificiel suturé;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BFLA004;Implantation secondaire de cristallin artificiel sur un œil pseudophake;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BFLA900;Insertion d'un deuxième système optique intraoculaire, au cours d'une extraction du cristallin;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
BFPA001;Capsulotomie cornéenne pour cataracte secondaire, avec laser;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BFPA002;Capsulotomie cornéenne ou exérèse partielle ou totale de reliquats de la capsule du cristallin, par kératotomie;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BFPP001;capsulotomie du cristallin pour cataracte secondaire, avec laser;CCAM Ameli (data.gouv.fr);02;oui;non;oui
BFQM001;biométrie oculaire par échographie avec mesure des différents paramètres oculaires pour détermination de la puissance d'un implant;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BGBA001;Tamponnement interne du segment postérieur de l'œil par fossette colobomateuse ou par trou maculaire, pour décollement de rétine;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGBA002;Tamponnement intraoculaire provisoire par utilisation peropératoire de perfluorocarbone;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
BGCA002;Suture de plaie de la sclère;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGDA001;rétinopexie par coagulation par cryoapplication ou avec laser extraoculaire avec indentation sclérale sur plus d'un quadrant, avec tamponnement interne par gaz;CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BGDA002;rétinopexie par coagulation par cryoapplication ou avec laser extraoculaire avec indentation sclérale sur plus d'un quadrant, sans tamponnement;CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BGDA003;Rétinopexie par coagulation par cryoapplication ou avec laser extraoculaire avec indentation sclérale limitée à un quadrant, avec tamponnement interne par gaz;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGDA004;Rétinopexie par coagulation par cryoapplication ou avec laser extraoculaire avec indentation sclérale limitée à un quadrant, sans tamponnement;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGDA005;Rétinopexie par coagulation par cryoapplication ou avec laser extraoculaire avec indentation sclérale sur 360° [cerclage], sans tamponnement;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGDA006;Rétinopexie par coagulation par cryoapplication ou avec laser extraoculaire avec indentation sclérale sur 360° [cerclage], avec tamponnement interne par gaz;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGDA007;Indentation transsclérale par ballonnet;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGDA008;Rétinopexie par coagulation par cryoapplication ou avec laser extraoculaire sans indentation, avec tamponnement interne par gaz;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGFA001;Vitrectomie par sclérotomie postérieure, sans coagulation de la rétine;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGFA002;Exérèse de néovaisseaux choroïdiens de topographie maculaire, par rétinotomie;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGFA003;Vitrectomie avec dissection des membranes, coagulation et tamponnement intraoculaire ou indentation transsclérale, pour rétinopathie du prématuré;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGFA004;Exérèse de tumeur de la choroïde sans iridocyclectomie;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGFA005;vitrectomie par sclérotomie postérieure, avec dissection du cortex vitréen [pelage] et tamponnement interne par gaz;CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BGFA006;Vitrectomie par sclérotomie postérieure, avec coagulation transsclérale de la rétine sans tamponnement;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGFA007;Exérèse de tumeur de la choroïde avec iridocyclectomie;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGFA008;Vitrectomie mécanique complémentaire, par abord antérieur;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
BGFA009;Vitrectomie par sclérotomie postérieure, avec endocoagulation de la rétine avec laser ou par diathermie sans tamponnement;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGFA010;Vitrectomie par sclérotomie postérieure, avec coagulation de la rétine et tamponnement interne provisoire Vitrectomie avec injection de substitut de vitré, de perfluorocarbone ou échange fluide-gaz;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGFA011;Vitrectomie par sclérotomie postérieure, avec extraction du cristallin;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGFA012;Exérèse de lésion de la sclère;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGFA014;sclérectomie profonde non transfixiante ou sclérokératectomie profonde, sans viscocanaliculoplastie;CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BGFA900;Sclérectomie profonde non transfixiante ou sclérokératectomie profonde, avec viscocanaliculoplastie;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGGA001;Ablation secondaire de corps étranger du segment postérieur de l'œil avec électroaimant;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGGA002;Ablation secondaire de corps étranger du segment postérieur de l'œil sans électroaimant;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGGA003;Ablation de matériel implanté ou de matériel d'indentation du segment postérieur de l'œil, extériorisé;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGGA004;Ablation de matériel implanté ou de matériel d'indentation du segment postérieur de l'œil, non extériorisé;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGGA005;ablation d'huile de silicone intravitréenne;CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BGHA001;Biopsie rétinochoroïdienne;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BGHA002;Biopsie de la sclère [sclérotique];CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGHB001;Ponction du corps vitré à l'aiguille;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGHB002;Ponction de la choroïde;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGHB003;Ponction du corps vitré par aspiration-section automatisée;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGJA001;Évacuation d'hématome prérétinien avec laser;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGJA002;Évacuation de collection subrétinienne, par rétinotomie;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGJB001;Évacuation de collection de la choroïde, par voie transsclérale Évacuation d'hématome choroïdien de la choroïde Traitement de décollement;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGLA001;Pose de repère radioopaque du segment postérieur de l'œil;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BGLA002;Pose d'un système de repérage d'une lésion choriorétinienne préalable à sa destruction par radiothérapie externe ou protonthérapie;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BGLB001;injection d'agent pharmacologique dans le corps vitré;CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BGLB002;Injection de gaz dans le corps vitré;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGLP001;Séance de cryoapplication transsclérale pour rétinopathie du prématuré;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGMA001;opération rétinovitréenne associant une indentation et au moins 4 des actes suivants : coagulation, vitrectomie, endocoagulation avec laser, rétinotomie, tamponnement interne, échange fluide-gaz, dissection de brides;CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BGMA002;opération rétinovitréenne associant au moins 4 des actes suivants : coagulation, vitrectomie, endocoagulation avec laser, rétinotomie, tamponnement interne, échange fluide-gaz, dissection de brides, rétinectomie;CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BGMA003;Modification d'indentation sclérale pour décollement de rétine persistant;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGMA900;Renforcement scléral postérieur de l'œil par autogreffe tissulaire;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGMA901;Renforcement scléral postérieur de l'œil par matériau de synthèse;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGNA001;Destruction de lésion choriorétinienne par agent physique, par sclérotomie Endophotocoagulation au laser;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGNP001;séance de photocoagulation choriorétinienne du pôle postérieur, avec laser monochromatique ou laser à colorants;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BGNP002;Séance de destruction de lésion choriorétinienne par cryoapplication transsclérale Destruction de zone d'ischémie de la rétine par cryoapplication;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BGNP003;séance de destruction de lésion choriorétinienne par photocoagulation avec laser, à l'aide de verre de contact;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BGNP004;séance de destruction de lésion choriorétinienne par photocoagulation transpupillaire avec laser;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BGNP005;Séance de photocoagulation transpupillaire pour rétinopathie du prématuré;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGNP006;Destruction de lésion choriorétinienne par photocoagulation transsclérale;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BGNP007;Séance de destruction de lésion choriorétinienne par photocoagulation avec laser, à l'aide d'ophtalmoscope indirect;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BGNP008;séance de photocoagulation choriorétinienne du pôle postérieur, avec laser à argon ou diode;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BGPA001;Rétinotomie relaxante et/ou dissection de membrane rétrorétinienne;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGPA002;dissection de la membrane épirétinienne et/ou de la membrane vitrée [hyaloïde];CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BGPA003;Section ou libération de brides, de membranes et/ou d'adhérences vitréorétiniennes postopératoires;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGPP002;Vitréosection avec laser Recueil prospectif de données : nécessaire;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BGQP001;Transillumination transsclérale de lésion du segment postérieur de l'œil, sans désinsertion conjonctivale;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BGQP002;examen du fond d'oeil par biomicroscopie avec verre de contact;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BGQP003;Examen du fond d'œil, au lit du malade;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BGQP004;Examen du fond d'œil par ophtalmoscopie indirecte à image inversée, chez le prématuré ou le nouveau-né;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BGQP005;Transillumination transsclérale de lésion du segment postérieur de l'œil, avec désinsertion conjonctivale;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BGQP006;Rétinographie par stéréophotographie, clichés composés de la périphérie rétinienne ou cliché grand champ supérieur à 60°;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BGQP007;rétinographie en couleur ou en lumière monochromatique, sans injection [Photographie du segment postérieur de l'oeil, sans injection];CCAM Ameli (data.gouv.fr);2;oui;oui;non
BGQP008;Fluorométrie du corps vitré et du segment postérieur de l'œil;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BGQP009;rétinographie en lumière bleue avec analyse des fibres optiques;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BGQP010;électrorétinographie [ERG] par flash lumineux, avec mesure des amplitudes et latences des réponses;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BGQP011;Électrorétinographie [ERG] avec enregistrement des potentiels évoqués visuels [PEV] et électrooculographie [EOG];CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BGQP012;électrorétinographie [ERG] avec adaptation à l'obscurité;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BGRF001;séance de photothérapie dynamique de la région maculaire avec injection de produit photosensibilisant;CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BGSA002;Fermeture de fistule de la sclère;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BHFA001;Prélèvement unilatéral ou bilatéral du bulbe [globe] oculaire, au cours d'un prélèvement multiorgane sur un sujet en état de mort encéphalique;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BHGA001;Énucléation du bulbe [globe] oculaire, sans insertion d'implant ni autogreffe;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BHGA002;Éviscération du bulbe [globe] oculaire, sans comblement de la cavité sclérale;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BHGA003;Énucléation du bulbe [globe] oculaire, avec insertion d'un implant habillé dans la gaine du bulbe [capsule de Tenon];CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BHGA004;Énucléation du bulbe [globe] oculaire sans mobilisation [no touch];CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BHGA005;Énucléation du bulbe [globe] oculaire, avec insertion d'un implant nu dans la gaine du bulbe [capsule de Tenon];CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BHGA006;Éviscération du bulbe [globe] oculaire, avec comblement de la cavité sclérale;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BHGA007;Énucléation du bulbe [globe] oculaire, avec insertion d'un implant biocolonisable dans la gaine du bulbe [capsule de Tenon];CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BHMA001;Réparation de plaie linéaire perforante du bulbe [globe] oculaire, avec suture cornéosclérale;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BHMA002;Réparation de plaie non linéaire perforante du bulbe [globe] oculaire intéressant au moins 3 des structures suivantes : cornée, sclère, iris, corps ciliaire, cristallin, corps vitré, rétine;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BHNL001;Curiethérapie transsclérale du bulbe [globe] oculaireBHNL001 Curiethérapie transsclérale du bulbe [globe] oculaire;CCAM descriptive (ATIH, chapitres 1 a 19);17;non;oui;oui
BHQB001;Mesure de la pression [tension] intraoculaire [Tonométrie intraoculaire], sous anesthésie générale;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BHQP001;mesure de la pression [tension] intraoculaire avec courbe nycthémérale comportant au moins 6 mesures;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BHQP002;gonioscopie oculaire;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BHRP001;épreuve de provocation du glaucome;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BJCA001;Suture de plaie des muscles oculomoteurs;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BJDA001;myopexie bilatérale rétroéquatoriale des muscles oculomoteurs;CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BJDA002;myopexie unilatérale rétroéquatoriale des muscles oculomoteurs;CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BJEA001;Transposition de muscles oculomoteurs pour suppléance;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BJEA002;Réinsertion posttraumatique de muscle oculomoteur;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BJLB001;Injection unilatérale ou bilatérale de toxine botulique dans les muscles oculomoteurs Traitement du strabisme concomitant ou paralytique;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BJLB901;INJ. TOXINE BOTULIQUE DS LES MUSC. OCULOMOTEURS;Manuel des GHM 2025 (libelle abrege);;non;non;oui
BJMA001;renforcement ou affaiblissement unilatéral ou bilatéral de muscle oculomoteur, avec suture ajustable;CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BJMA002;renforcement, affaiblissement ou déplacement de l'insertion d'un muscle oculomoteur droit;CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BJMA003;renforcement, affaiblissement ou déplacement bilatéral de l'insertion d'un muscle oculomoteur;CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BJMA004;renforcement, affaiblissement ou déplacement de l'insertion d'un muscle oculomoteur oblique;CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BJMA005;renforcement, affaiblissement ou déplacement unilatéral de l'insertion de 2 muscles oculomoteurs;CCAM Ameli (data.gouv.fr);2;oui;oui;oui
BJMA006;Renforcement, affaiblissement ou déplacement de l'insertion de 2 muscles oculomoteurs d'un côté et d'un muscle oculomoteur de l'autre;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BJMA007;Renforcement, affaiblissement ou déplacement de l'insertion de 4 muscles oculomoteurs ou plus Correction du nystagmus;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BJMA008;Renforcement, affaiblissement ou déplacement itératif de l'insertion de 2 muscles oculomoteurs;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BJMA009;Renforcement, affaiblissement ou déplacement itératif de l'insertion d'un muscle oculomoteur;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BJQP001;Photographies diagnostiques du regard dans ses différentes positions et au cours d'épreuves de duction;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BJQP002;examen fonctionnel de la motricité oculaire;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BJQP003;Enregistrement de la cinétique du regard [motricité oculopalpébrale];CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BJQP004;Nystagmographie optocinétique sans étude des poursuites et des saccades Détermination objective de l'acuité visuelle par nystagmographie optocinétique;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BJQP005;vidéonystagmoscopie;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BJQP006;Nystagmographie optocinétique avec étude des poursuites et des saccades;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BKBA001;Comblement de cavité d'exentération de l'orbite par autogreffe cutanée et lambeau musculaire temporal;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
