# Nomenclature CCAM consolidée à partir de trois sources officielles : (1) chapitres 1 à 19 de la CCAM descriptive publiés par l'ATIH (https://www.atih.sante.fr/sites/default/files/public/content/1621/Chapitre_N.pdf) ; (2) jeu de données « CCAM Ameli » (data.gouv.fr / InterHop : actes tarifés en libéral) ; (3) libellés abrégés des listes d'actes du Manuel des GHM 2025. Union des actes : un acte absent d'une source reste présent si une autre le porte.
# Extraites le 2026-09-24 par scripts/extraire-referentiel-atih.py : données officielles reprises telles quelles.
# Les libellés sont repris verbatim de la source indiquée (source_libelle) : la casse diffère donc selon la source.
# chapitre_ccam : 1 à 19 ; 18 = gestes complémentaires et d'anesthésie, 19 = adaptations pour la CCAM transitoire (forfaits).
code;libelle;source_libelle;chapitre_ccam;dans_ameli;dans_atih;dans_annexe8
NZEA007;Réimplantation du pied;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;oui
NZEB001;Traction continue transosseuse du membre inférieur, pour lésion non traumatique;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;oui
NZEP001;Traction continue cutanée du membre inférieur d'une durée égale ou supérieure à 7 jours, pour lésion non traumatique Traction continue cutanée pour rhume de hanche, ostéochondrite du membre inférieur, d'une durée égale ou supérieure à 7 jours;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;oui
NZEP002;Traction continue cutanée du membre inférieur d'une durée inférieure à 7 jours, pour lésion non traumatique Traction continue cutanée pour rhume de hanche, ostéochondrite du membre inférieur, d'une durée inférieure à 7 jours;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;oui
NZFA001;Désarticulation de la hanche;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;oui
NZFA002;Amputation transtibiale;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;oui
NZFA003;Désarticulation du genou Opération selon Gritti;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;oui
NZFA004;Amputation ou désarticulation de plusieurs orteils;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;oui
NZFA005;Amputation ou désarticulation au médiopied ou à l'avant-pied, sans stabilisation de l'arrière-pied Désarticulation de Chopart Désarticulation de Lisfranc Amputation transmétatarsienne;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;oui
NZFA006;Désarticulation ou amputation du membre inférieur à travers l'os coxal, l'articulation sacro-iliaque ou le sacrum;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;oui
NZFA007;Amputation transfémorale;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;oui
NZFA008;Désarticulation ou amputation interilioabdominale;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;oui
NZFA009;Amputation ou désarticulation à la cheville ou à l'arrière-pied Désarticulation tibiotarsienne Amputation selon Syme Désarticulation de l'arrière-pied avec talectomie et arthrodèse tibiocalcanéenne;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;oui
NZFA010;Amputation ou désarticulation d'un orteil Amputation transphalangienne d'un orteil Désarticulation interphalangienne d'un orteil ou métatarsophalangienne;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;oui
NZFA011;Amputation d'un orteil surnuméraire, avec reconstruction articulaire;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;oui
NZFA012;Amputation d'un orteil surnuméraire, sans reconstruction articulaire;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;oui
NZFA013;Amputation ou désarticulation du médiopied ou de l'avant-pied, avec stabilisation de l'arrière-pied;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;oui
NZHA001;biopsie d'un os et/ou d'une articulation du membre inférieur, par abord direct;CCAM Ameli (data.gouv.fr);14;oui;oui;oui
NZHB001;biopsie d'un os et/ou d'une articulation du membre inférieur, par voie transcutanée sans guidage;CCAM Ameli (data.gouv.fr);14;oui;oui;non
NZHB002;ponction ou cytoponction d'une articulation du membre inférieur, par voie transcutanée sans guidage;CCAM Ameli (data.gouv.fr);14;oui;oui;non
NZHH001;Ponction ou cytoponction d'une articulation du membre inférieur, par voie transcutanée avec guidage scanographique;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;non
NZHH002;Biopsie d'un os et/ou d'une articulation du membre inférieur, par voie transcutanée avec guidage scanographique;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;non
NZHH003;Biopsie d'un os et/ou d'une articulation du membre inférieur, par voie transcutanée avec guidage radiologique;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;non
NZHH004;ponction ou cytoponction d'une articulation du membre inférieur, par voie transcutanée avec guidage radiologique;CCAM Ameli (data.gouv.fr);14;oui;oui;non
NZJB001;évacuation de collection articulaire du membre inférieur, par voie transcutanée sans guidage;CCAM Ameli (data.gouv.fr);14;oui;oui;non
NZLB001;injection thérapeutique d'agent pharmacologique dans une articulation ou une bourse séreuse du membre inférieur, par voie transcutanée sans guidage;CCAM Ameli (data.gouv.fr);14;oui;oui;non
NZLH001;injection thérapeutique d'agent pharmacologique dans une articulation ou une bourse séreuse du membre inférieur, par voie transcutanée avec guidage scanographique;CCAM Ameli (data.gouv.fr);14;oui;oui;non
NZLH002;injection thérapeutique d'agent pharmacologique dans une articulation ou une bourse séreuse du membre inférieur, par voie transcutanée avec guidage radiologique;CCAM Ameli (data.gouv.fr);14;oui;oui;non
NZMA001;Reconstruction et réalignement du premier rayon du pied pour malformation;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;oui
NZMA002;Reconstruction de l'avant-pied pour malformation de type pied en fourche;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;oui
NZMP003;confection d'un appareil rigide d'immobilisation de la jambe, de la cheville et/ou du pied ne prenant pas le genou;CCAM Ameli (data.gouv.fr);14;oui;non;non
NZMP006;confection d'un appareil rigide fémorocrural [fémorojambier] ou fémoropédieux pour immobilisation initiale de fracture du membre inférieur, sans réduction;CCAM Ameli (data.gouv.fr);14;oui;non;non
NZMP007;confection d'un appareil rigide d'immobilisation du membre inférieur prenant le genou;CCAM Ameli (data.gouv.fr);14;oui;non;non
NZMP008;confection d'un appareil rigide pelvicrural [pelvijambier] ou pelvipédieux pour immobilisation initiale de fracture du membre inférieur, sans réduction;CCAM Ameli (data.gouv.fr);14;oui;non;non
NZMP012;confection d'un appareil rigide pelvicrural [pelvijambier] ou pelvipédieux d'immobilisation du membre inférieur;CCAM Ameli (data.gouv.fr);14;oui;non;non
NZMP014;confection d'un appareil rigide cruropédieux [jambopédieux] pour immobilisation initiale de fracture du membre inférieur, sans réduction;CCAM Ameli (data.gouv.fr);14;oui;non;non
NZQH001;scanographie unilatérale ou bilatérale de segment du membre inférieur, avec injection de produit de contraste;CCAM Ameli (data.gouv.fr);14;oui;oui;non
NZQH002;arthrographie du membre inférieur avec scanographie [Arthroscanner du membre inférieur];CCAM Ameli (data.gouv.fr);14;oui;oui;non
NZQH005;Scanographie de la hanche et du membre inférieur pour conception intégrée par ordinateur d'une prothèse ostéoarticulaire sur mesure;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;non
NZQJ001;remnographie [IRM] unilatérale ou bilatérale de segment du membre inférieur, avec injection de produit de contraste;CCAM Ameli (data.gouv.fr);14;oui;oui;non
NZQK001;téléradiographie unilatérale ou bilatérale du membre inférieur en totalité, de face en appui bipodal;CCAM Ameli (data.gouv.fr);14;oui;oui;non
NZQK002;scanographie unilatérale ou bilatérale de segment du membre inférieur, sans injection de produit de contraste;CCAM Ameli (data.gouv.fr);14;oui;oui;non
NZQK003;téléradiographie bilatérale du membre inférieur en totalité, de face en appui monopodal l'un après l'autre;CCAM Ameli (data.gouv.fr);14;oui;oui;non
NZQK004;Télémétrie des membres inférieurs par scanographie;CCAM descriptive (ATIH, chapitres 1 a 19);14;non;oui;non
NZQK005;radiographie de 2 segments du membre inférieur;CCAM Ameli (data.gouv.fr);14;oui;oui;non
NZQK006;radiographie de 3 segments du membre inférieur ou plus;CCAM Ameli (data.gouv.fr);14;oui;oui;non
NZQN001;remnographie [IRM] unilatérale ou bilatérale de segment du membre inférieur, sans injection de produit de contraste;CCAM Ameli (data.gouv.fr);14;oui;oui;non
PACA001;Perforation ou forage d'une épiphyse fertile, par arthrotomie;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PACB001;Perforation ou forage d'un os, ou injection intraosseuse, par voie transcutanée;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PACC001;Perforation ou forage d'une épiphyse fertile, par arthroscopie;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PADA001;Épiphysiodèse sur une localisation, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PADA003;Fixation ou exérèse de noyau d'ossification accessoire, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PADB001;Épiphysiodèse sur plusieurs localisations, par voie transcutanée;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PADB002;Épiphysiodèse sur une localisation, par voie transcutanée;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PAFA001;Prélèvement de plusieurs os longs complets sur un membre, sur un sujet en état de mort encéphalique;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PAFA002;Prélèvement de plusieurs os longs complets sur plusieurs membres, sur un sujet en état de mort encéphalique;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PAFA003;Prélèvement d'autogreffe osseuse corticale ou corticospongieuse à distance du foyer opératoire, sur plusieurs sites sans changement de position;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
PAFA004;Prélèvement d'autogreffe osseuse corticale ou corticospongieuse à distance du foyer opératoire, sur un site avec changement de position;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
PAFA005;Résection segmentaire d'un os avec ostéosynthèse, pour pseudarthrose congénitale;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PAFA006;Prélèvement d'un os autre qu'un os long, sur un sujet en état de mort encéphalique;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PAFA007;Résection segmentaire d'un os avec ostéosynthèse et transfert axial progressif de fragment osseux, pour pseudarthrose congénitale;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PAFA008;Prélèvement d'un os long complet, sur un sujet en état de mort encéphalique;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PAFA009;Prélèvement d'autogreffe osseuse corticale ou corticospongieuse à distance du foyer opératoire, sur plusieurs sites avec changement de position;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
PAFA010;Prélèvement d'autogreffe osseuse corticale ou corticospongieuse, ou d'autogreffe périostée à distance du foyer opératoire, sur un site sans changement de position;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
PAFH001;Tumorectomie ostéoarticulaire d'un membre, par voie transcutanée avec guidage scanographique;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PAGA002;Ablation de greffon ou de matériau inerte non prothétique de la diaphyse d'os long;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PAGA003;Évidement d'une épiphyse active avec comblement, par arthrotomie;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PAGA005;Évidement d'une épiphyse, par abord extraarticulaire;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PAGA006;Évidement d'une épiphyse active sans comblement, par arthrotomie;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PAGA007;Désépiphysiodèse d'un os long, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PAGA008;ablation de matériel d'ostéosynthèse centromédullaire des membres sur plusieurs sites, par abord direct;CCAM Ameli (data.gouv.fr);15;oui;oui;oui
PAGA009;ablation de matériel d'ostéosynthèse des membres sur plusieurs sites, par abord direct;CCAM Ameli (data.gouv.fr);15;oui;oui;oui
PAGA010;ablation de matériel d'ostéosynthèse centromédullaire des membres sur un site, par abord direct;CCAM Ameli (data.gouv.fr);15;oui;oui;oui
PAGA011;ablation de matériel d'ostéosynthèse des membres sur un site, par abord direct;CCAM Ameli (data.gouv.fr);15;oui;oui;oui
PAGB001;ablation de broche d'ostéosynthèse enfouie, par voie transcutanée sans guidage;CCAM Ameli (data.gouv.fr);15;oui;oui;non
PAGB002;ablation de matériel d'ostéosynthèse enfoui, par voie transcutanée sans guidage;CCAM Ameli (data.gouv.fr);15;oui;oui;non
PAGB003;Ablation d'un fixateur externe ou d'un système externe d'allongement progressif d'un os des membres;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PAGB004;ablation de broche d'ostéosynthèse non enfouie;CCAM Ameli (data.gouv.fr);15;oui;oui;non
PAGH001;ablation de matériel d'ostéosynthèse enfoui, par voie transcutanée avec guidage radiologique;CCAM Ameli (data.gouv.fr);15;oui;oui;non
PAKB001;Changement de fiche ou broche d'un fixateur externe ou d'un système externe d'allongement osseux;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PAKB002;Changement complet d'un système externe d'allongement osseux progressif;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PALB900;Injection intraosseuse de moelle;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PAMH001;Cimentoplastie intraosseuse extrarachidienne, par voie transcutanée avec guidage radiologique;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PAMP001;Réglage secondaire et/ou modification des axes d'un fixateur externe ou d'un système externe d'allongement progressif, sous anesthésie générale ou locorégionale;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PANL001;Irradiation interne d'une lésion osseuse par injection intraveineuse d'agent pharmacologique radio-isotopique (G);CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PAPA001;Ostéotomies multiples d'alignement avec abord des deux extrémités de plusieurs os longs homolatéraux, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PAPA002;Ostéotomie itérative pour cal prématuré au cours de l'allongement progressif d'un os long;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PAPA003;Ostéotomies multiples d'alignement avec abord des deux extrémités d'un os long, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PAQK001;radiographie comparative des cartilages de conjugaison des os longs des membres;CCAM Ameli (data.gouv.fr);15;oui;oui;non
PAQK002;radiographie du squelette pour calcul de l'âge osseux, après l'âge de 2 ans;CCAM Ameli (data.gouv.fr);15;oui;oui;non
PAQK003;radiographie du squelette complet, segment par segment, chez l'enfant;CCAM Ameli (data.gouv.fr);15;oui;oui;non
PAQK004;Radiographie du squelette complet, chez le nouveau-né décédé (Z);CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PAQK005;radiographie de l'hémisquelette pour calcul de l'âge osseux, avant l'âge de 2 ans;CCAM Ameli (data.gouv.fr);15;oui;oui;non
PAQK007;ostéodensitométrie [Absorptiométrie osseuse] sur 2 sites, par méthode biphotonique;CCAM Ameli (data.gouv.fr);15;oui;oui;non
PAQK008;Ostéodensitométrie [Absorptiométrie osseuse] du corps entier par méthode biphotonique, pour affection osseuse constitutionnelle chez l'enfant Ostéodensitométrie [Absorptiométrie osseuse] du corps entier par méthode biphotonique, pour ostéogénèse imparfaite [maladie des os de verre] 15.01.05 Explorations fonctionnelles de l'appareil ostéoarticulaire et musculaire, sans précision topographique CODE CCAM P A LIBELLE MODIFICATEURS;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PAQK900;Ostéodensitométrie [Absorptiométrie osseuse] du corps entier par méthode biphotonique, pour affection osseuse autre que constitutionnelle;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PAQL001;Scintigraphie osseuse du corps entier segment par segment en un temps [temps tardif], avec acquisition complémentaire par un collimateur sténopé (G);CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PAQL002;scintigraphie osseuse du corps entier en plusieurs temps;CCAM Ameli (data.gouv.fr);15;oui;oui;non
PAQL003;scintigraphie osseuse du corps entier en un temps [temps tardif];CCAM Ameli (data.gouv.fr);15;oui;oui;non
PAQL004;Scintigraphie osseuse segmentaire en un temps [temps tardif], avec acquisition complémentaire par un collimateur sténopé (G);CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PAQL005;scintigraphie osseuse du corps entier segment par segment en plusieurs temps, sans acquisition complémentaire par un collimateur sténopé;CCAM Ameli (data.gouv.fr);15;oui;oui;non
PAQL006;scintigraphie osseuse segmentaire en un temps [temps tardif], sans acquisition complémentaire par un collimateur sténopé;CCAM Ameli (data.gouv.fr);15;oui;oui;non
PAQL007;Scintigraphie osseuse segmentaire en plusieurs temps, avec acquisition complémentaire par un collimateur sténopé (G);CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PAQL008;scintigraphie osseuse segmentaire en plusieurs temps, sans acquisition complémentaire par un collimateur sténopé;CCAM Ameli (data.gouv.fr);15;oui;oui;non
PAQL009;scintigraphie osseuse du corps entier segment par segment en un temps [temps tardif], sans acquisition complémentaire par un collimateur sténopé;CCAM Ameli (data.gouv.fr);15;oui;oui;non
PAQL010;Scintigraphie osseuse du corps entier segment par segment en plusieurs temps, avec acquisition complémentaire par un collimateur sténopé (G);CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PBJH001;évacuation de calcification articulaire d'un membre, par voie transcutanée avec guidage radiologique;CCAM Ameli (data.gouv.fr);15;oui;oui;non
PBLB001;injection d'agent pharmacologique dans l'appareil capsuloligamentaire d'une articulation, par voie transcutanée sans guidage;CCAM Ameli (data.gouv.fr);15;oui;oui;non
PBLB002;synoviorthèse chimique d'un membre;CCAM Ameli (data.gouv.fr);15;oui;oui;non
PBLL001;Synoviorthèse isotopique d'un membrePBLL001 Synoviorthèse isotopique d'un membre;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PBQM001;échographie unilatérale ou bilatérale de plusieurs articulations;CCAM Ameli (data.gouv.fr);15;oui;oui;non
PBQM002;échographie unilatérale ou bilatérale de l'articulation;CCAM Ameli (data.gouv.fr);15;oui;oui;non
PBQM003;échographie unilatérale ou bilatérale d'une articulation et de son appareil capsuloligamentair;CCAM Ameli (data.gouv.fr);15;oui;oui;non
PBQM004;échographie unilatérale ou bilatérale de plusieurs articulations et de leur appareil capsuloligamentair;CCAM Ameli (data.gouv.fr);15;oui;oui;non
PCCA001;Suture de rupture de muscle;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PCCA002;Suture de plaie ou de rupture de tendon;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PCDA001;Ténodèse, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PCEA001;Transfert musculotendineux pédiculé bipolaire pour réanimation motrice, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PCEA002;Réinsertion transosseuse de tendon, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PCEA003;Transfert musculotendineux pédiculé unipolaire pour réanimation motrice, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PCEA004;Lambeau libre musculotendineux pour réanimation motrice, avec anastomoses vasculaires et nerveuse;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PCHB001;Biopsie musculaire, par voie transcutanée;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PCLB001;Infiltration de zone déclic [point gachette] par voie transcutanée, pour syndrome myofascial;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PCLB002;séance d'injection de toxine botulique dans les muscles striés par voie transcutanée, sans examen électromyographique de détection;CCAM Ameli (data.gouv.fr);15;oui;oui;oui
PCLB003;séance d'injection de toxine botulique dans les muscles striés par voie transcutanée, avec examen électromyographique de détection;CCAM Ameli (data.gouv.fr);15;oui;oui;oui
PCMA001;Plastie d'allongement ou de raccourcissement de tendon par dédoublement ou retournement, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PCPA001;Libération neuro-musculo-cutanée d'un membre pour avancement musculotendineux Traitement du syndrome de Volkmann;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PCPA002;Aponévrotomie intramusculaire pour allongement;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PCPA003;Désinsertion musculotendineuse;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PCPA004;Fasciomyotomie pour décompression de loge d'un membre, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PCPA005;Ténotomie, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PCPA006;Section ou plastie d'agrandissement de poulie de réflexion de tendon, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PCPB001;Fasciomyotomie pour décompression de loge d'un membre, par voie transcutanée;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PCPB002;Ténotomie, par voie transcutanée;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PCQL001;Exploration radio-isotopique des masses musculaires squelettiques après effort (G) Chapitre 15 CCAM Version 1 3 sur 17 15.01.04;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PCQL002;Exploration radio-isotopique des masses musculaires squelettiques au repos (G);CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PCQM001;échographie de muscle et/ou de tendo;CCAM Ameli (data.gouv.fr);15;oui;oui;non
PDAB001;Allongement progressif des tissus mous des membres par pose de fixateur externe, par voie transcutanée;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PDFA001;exérèse de lésion fasciale et/ou sousfasciale des tissus mous, sans dissection d'un gros tronc vasculaire ou nerveux;CCAM Ameli (data.gouv.fr);16;oui;oui;oui
PDFA002;exérèse de lésion fasciale et/ou sousfasciale des tissus mous, avec dissection de gros tronc vasculaire et/ou nerveux;CCAM Ameli (data.gouv.fr);16;oui;oui;oui
PDFA003;exérèse de lésion fasciale et/ou sousfasciale des tissus mous de la racine d'un membre, du pli du coude ou du creux poplité;CCAM Ameli (data.gouv.fr);16;oui;oui;oui
PDHA001;Biopsie des tissus mous sousfasciaux, par abord direct Biopsie musculaire chirurgicale;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PDQB001;Mesure directe de la pression tissulaire dans les loges musculaires des membres, par voie transcutanée;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PDQK001;Quantification des différents composants des tissus mous, par scanographie;CCAM descriptive (ATIH, chapitres 1 a 19);16;non;oui;non
PDQN001;Quantification des différents composants des tissus mous, par remnographie 16.01.04 Épreuves fonctionnelles sur la peau et les tissus mous CODE CCAM P A LIBELLE MODIFICATEURS;CCAM descriptive (ATIH, chapitres 1 a 19);16;non;oui;non
PEQP001;Mesure de la force, du travail et de la puissance musculaire de 3 articulations ou plus, par dynamomètre informatisé et motorisé;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PEQP002;analyse métrologique de la posture, de la locomotion et/ou des gestuelles chez un patient polydéficient;CCAM Ameli (data.gouv.fr);15;oui;oui;non
PEQP003;Mesure de la force, du travail et de la puissance musculaire de 1 ou 2 articulations, par dynamomètre informatisé et motorisé Chapitre 15 CCAM Version 1 4 sur 17;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PEQP004;Analyse métrologique de la posture, de la locomotion et/ou des gestuelles chez un patient monodéficient Rachimétrie informatisée, paramètres temporospatiaux informatisés de la marche chez un patient monodéficient;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PZMA001;Réfection d'un moignon d'amputation de membre avec section, résection ou libération de nerf;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PZMA002;Réfection d'un moignon d'amputation de membre avec régularisation osseuse;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PZMA003;Réfection d'un moignon d'amputation de membre avec régularisation osseuse et section, résection ou libération de nerf;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;oui
PZMA004;réparation par lambeau libre cutané, fascial, fasciocutané ou souscutané, musculaire, musculocutané, musculotendineux ou osseux avec anastomoses vasculaires;CCAM Ameli (data.gouv.fr);16;oui;oui;oui
PZMA005;Réparation par lambeau libre ostéocutané, ostéomusculaire ou ostéo-musculo-cutané, avec anastomoses vasculaires;CCAM descriptive (ATIH, chapitres 1 a 19);16;non;oui;oui
PZMP001;Modification d'un appareillage de contention ou d'une orthèse des membres ou de la colonne vertébrale;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
PZMP002;Adaptation d'une orthèse modulaire articulée d'un membre 15.03 ACTES THÉRAPEUTIQUES SUR LES TISSUS MOUS, SANS PRÉCISION TOPOGRAPHIQUE 15.03.01 Injection dans les tissus mous, sans précision topographique CODE CCAM P A LIBELLE MODIFICATEURS;CCAM descriptive (ATIH, chapitres 1 a 19);15;non;oui;non
QAEA001;Transplantation de moins de 50 greffons de cuir chevelu;CCAM descriptive (ATIH, chapitres 1 a 19);16;non;oui;non
QAEA002;Greffe cutanée pour brûlure de l'extrémité céphalique, sur moins de 1% de la surface corporelle;CCAM descriptive (ATIH, chapitres 1 a 19);16;non;oui;oui
QAEA003;Greffe cutanée pour brûlure de l'extrémité céphalique, sur plus de 12,5% de la surface corporelle;CCAM descriptive (ATIH, chapitres 1 a 19);16;non;oui;oui
QAEA004;Greffe cutanée pour brûlure de l'extrémité céphalique, sur 10% à 12,5% de la surface corporelle;CCAM descriptive (ATIH, chapitres 1 a 19);16;non;oui;oui
QAEA005;Transplantation de 50 à 200 greffons de cuir chevelu;CCAM descriptive (ATIH, chapitres 1 a 19);16;non;oui;non
QAEA006;Greffe cutanée pour brûlure de l'extrémité céphalique, sur 3% à 4% de la surface corporelle;CCAM descriptive (ATIH, chapitres 1 a 19);16;non;oui;oui
QAEA007;Transplantation de 201 greffons de cuir chevelu, ou plus;CCAM descriptive (ATIH, chapitres 1 a 19);16;non;oui;non
QAEA008;Greffe cutanée pour brûlure de l'extrémité céphalique, sur 4% à 5% de la surface corporelle;CCAM descriptive (ATIH, chapitres 1 a 19);16;non;oui;oui
QAEA009;Greffe cutanée pour brûlure de l'extrémité céphalique, sur 5% à 7,5% de la surface corporelle;CCAM descriptive (ATIH, chapitres 1 a 19);16;non;oui;oui
QAEA010;Greffe cutanée pour brûlure de l'extrémité céphalique, sur 1% à 2% de la surface corporelle;CCAM descriptive (ATIH, chapitres 1 a 19);16;non;oui;oui
QAEA011;Greffe cutanée pour brûlure de l'extrémité céphalique, sur 2% à 3% de la surface corporelle;CCAM descriptive (ATIH, chapitres 1 a 19);16;non;oui;oui
QAEA012;Greffe cutanée pour brûlure de l'extrémité céphalique, sur 7,5% à 10% de la surface corporelle;CCAM descriptive (ATIH, chapitres 1 a 19);16;non;oui;oui
QAEA013;Réimplantation de cuir chevelu avec anastomoses vasculaires;CCAM descriptive (ATIH, chapitres 1 a 19);16;non;oui;oui
QAEA014;Microgreffes de peau totale sur 6 cicatrices du visage, ou plus;CCAM descriptive (ATIH, chapitres 1 a 19);16;non;oui;oui
QAEA015;Microgreffes de peau totale sur 1 à 5 cicatrices du visage;CCAM descriptive (ATIH, chapitres 1 a 19);16;non;oui;oui
QAFA001;Prélèvement d'autogreffe cutanée sur le cuir chevelu, pour brûlure;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
QAFA002;Excision de brûlure de l'extrémité céphalique, sur 1% à 2% de la surface corporelle;CCAM descriptive (ATIH, chapitres 1 a 19);16;non;oui;oui
