# Fichiers officiels ATIH — Manuel des GHM, version 2025 : annexe 8 (actes classants), annexe 11 (actes mineurs reclassant en GHM médical) et volume 2 par CMD (listes d'actes rattachées aux racines). Source : https://www.atih.sante.fr/manuel-des-ghm-2025-publication-bo
# Extraites le 2026-09-24 par scripts/extraire-referentiel-atih.py : données officielles reprises telles quelles.
# Une ligne par acte classant. racines_ghm = racines dans lesquelles l'acte est classant (volume 2) ; cmds_classantes = CMD de l'annexe 8.
# libelle_ghm = libellé abrégé employé par le manuel (les libellés complets relèvent de la CCAM, voir data/ccam-complete-2025.csv).
code_ccam;racines_ghm;cmds_classantes;reclassant_ghm_medical;libelle_ghm
HNEA740;06C21 27C03;06 27;non;TRANSPL ÎLOT PANCRÉATIQUE DISPOSITIF IMPLANTÉ, PAR
HNEA900;17C06 27C03;17 27;non;GREF. PANCRÉAS LAPARO
HNEH606;27C03;27;non;TRANSPL ÎLOT PANCRÉA VOIE INTRAPORT TRANSHEPA
HNFA001;07C09 07C10 10C08 17C06 21C05;07 10 17 21;non;ISTHMECTOMIE PANCR. +ANAST. LAPARO
HNFA002;07C09 07C10 10C08 17C06 21C05;07 10 17 21;non;PANCRÉATECTOMIE GCHE +CONSERV. RATE +ANAST.
HNFA004;06C05 06C16 06C20 06C22 07C09 07C10 10C08 17C06 21C05;06 07 10 17 21;non;DUOD.PANCR.ECTOMIE TOT. +SPLÉNECTOMIE LAPARO
HNFA005;07C09 07C10 10C08 17C06;07 10 17;non;EXÉRÈSE T. PANCRÉAS LAPARO
HNFA006;07C09 07C10 10C08 17C06 21C05;07 10 17 21;non;PANCRÉATECTOMIE TOT/PART. +CONSERV. DUOD.
HNFA007;06C05 06C16 06C20 06C22 07C09 07C10 10C08 17C06 21C05;06 07 10 17 21;non;DUOD.PANCR.ECTOMIE CÉPHALIQUE LAPARO
HNFA008;07C09 07C10 10C08 17C06 21C05;07 10 17 21;non;PANCRÉATECTOMIE GCHE +CONSERV. RATE LAPARO
HNFA010;07C09 07C10 10C08 16C02 17C06 21C05;07 10 16 17 21;non;PANCRÉATECTOMIE GCHE +SPLÉNECTOMIE +ANAST.
HNFA011;07C09 07C10 10C08 17C06 21C05;07 10 17 21;non;PANCRÉATECTOMIE TOT/PART. +CONSERV. DUOD. SANS
HNFA012;07C09 07C10 17C06 21C05;07 17 21;non;NÉCROSECTOMIE PANCR. LAPARO
HNFA013;07C09 07C10 10C08 16C02 17C06 21C05;07 10 16 17 21;non;PANCRÉATECTOMIE GCHE +SPLÉNECTOMIE LAPARO
HNFC001;07C09 07C10 10C08 17C06;07 10 17;non;EXÉRÈSE T. PANCRÉAS COELIO.
HNFC002;07C09 07C10 10C08 16C02 17C06 21C05;07 10 16 17 21;non;PANCRÉATECTOMIE GCHE +SPLÉNECTOMIE COELIO.
HNFC027;07C09 07C10 17C06 21C05;07 17 21;non;NÉCROSECTOMIE PANCR. COELIO
HNFC028;07C09 07C10 10C08 17C06 21C05;07 10 17 21;non;PANCRÉATECTOMIE GCHE +CONSERV. RATE COELIO
HNGE001;07C12 07K02 07K04 07K05;07;non;ABL. CALCUL PANCR. O-G-DSCOPIE
HNJA001;07C09 07C10 17C06;07 17;non;DRAINAGE EXT. COLLECTION PANCR. LAPARO
HNJC001;07C09 07C10 17C07;07 17;non;DRAINAGE EXT. COLLECTION PANCR. COELIO.
HNKE001;07C12 07K02 07K04 07K05;07;non;CHANGT 1ENDOPROTH. CONDUIT PANCR. O-G-DSCOPIE
HNLE001;07C12 07K02 07K04 07K05;07;non;POSE 1ENDOPROTH. CONDUIT PANCR. O-G-DSCOPIE
HNQH001;07K04 07K05;07;non;PANCRÉATOGRAPHIE RÉTROGRADE CATHÉ. PAPILLE DUOD.
HNQH002;07K04 07K05;07;non;PANCRÉATICOSCOPIE INCIS. BUCC.
HNQH003;07K04 07K05;07;non;PANCRÉATOGRAPHIE RÉTROGRADE CATHÉ. PAPILLE DUOD.
HPBA001;06C21 07C08 13C13 17C06;06 07 13 17;non;RÉDUC. VOL. T. 1MAL. GÉLATINEUSE PÉRIT. LAPARO
HPCA001;06C15 07C09 07C10 17C07;06 07 17;non;DÉRIV. PÉRIT.VN
HPFA001;13C04 17C07;13 17;non;RÉSEC/CLOISNT DOUGLAS LAPARO
HPFA003;06C21 07C08 10C08 13C13 16C03 17C06;06 07 10 13 16 17;non;EXÉRÈSE LÉS. 1REPLI PÉRIT. SANS RÉSEC. INTEST. LAPARO
HPFA004;06C21 07C08 10C08 11C08 13C13 17C06;06 07 10 11 13 17;non;RÉSEC. GD OMENTUM LAPARO
HPFC001;06C15 07C08 10C08 13C13 16C03 17C07;06 07 10 13 16 17;non;EXÉRÈSE LÉS. 1REPLI PÉRIT. SANS RÉSEC. INTEST.
HPFC002;06C15 07C08 10C08 11C08 13C13 17C07;06 07 10 11 13 17;non;RÉSEC. GD OMENTUM COELIO.
HPFC007;13C04 17C07;13 17;non;RÉSEC/CLOISNT DOUGLAS COELIO
HPGA001;06C21 11C08 21C05;06 11 21;non;ABL. 1CATHÉ. DIALYSE PÉRIT. LAPARO
HPGA002;06C21 21C05;06 21;non;ABL. 1BALLON INTRAPÉRITONÉAL LAPARO
HPKA001;10C08 17C07 21C05;10 17 21;non;CHANGT CATHÉ. INTRAPÉRITONÉAL 1POMPE INSULINE LAPARO
HPKA002;06C21 11C08 21C05 22C03;06 11 21 22;non;CHANGT 1CATHÉ. DIALYSE PÉRIT. LAPARO
HPKC014;06C15 11C08 21C05;06 11 21;non;CHANGT 1CATHÉ. DIALYSE PÉRIT. COELIO
HPLA001;10C08 17C07;10 17;non;POSE CATHÉ+DIFFUSEUR SSCUT. PR INSULINOTHÉR.
HPLA002;06C21 11C08 12C09 12C10 13C13;06 11 12 13;non;POSE 1BALLON INTRAPÉRITONÉAL AV. IRRAD. PELV. LAPARO
HPLA005;11C08 21C05 22C03;11 21 22;non;POSE/REPOS. 1CATHÉ. INTRAPÉRITONÉAL PR DIALYSE PÉRIT.
HPLA335;06C21 10C08 11C08 13C13 17C06;06 10 11 13 17;non;ADMIN INTRAPÉRIT AGENT PHARM. ANTIK + HYPERTH., +
HPLA423;06C21 10C08 11C08 13C13 17C06;06 10 11 13 17;non;ADMIN INTRAPÉRIT AGENT PHAR ANTIK + HYPERTH, SANS
HPLC035;11C08 21C05 22C03;11 21 22;non;POSE/REPOS. 1CATHÉ. INTRAPÉRITONÉAL PR DIALYSE PÉRIT.
HPMA002;01C08 03C16 03C17 03C29 05C18 06C15 08C20 09C25 09C27 09C28 09C29 09C30 09C31 10C08 17C06 21C06 22C02;01 03 05 06 08 09 10 17 21 22;non;RÉPAR. LAMBEAU LIBRE GD OMENTUM +ANAST. VASC.
HPMA003;01C08 03C16 03C17 03C29 04C03 05C18 06C15 08C20 09C23 09C27 09C28 09C29 09C30 09C31 10C08 17C06 21C06 22C02;01 03 04 05 06 08 09 10 17 21 22;non;RÉPAR. LAMBEAU PÉD. GD OMENTUM SITUATION
HPNA001;06C21 10C08 11C08 13C13;06 10 11 13;non;DESTRUC. +/- EXÉRÈSE LÉS. ENDOM. PÉRIT. LAPARO
HPNC001;13C05 13C06 13C07 13C18 13C19;13;non;DESTRUC. +/- EXÉRÈSE LÉS. ENDOM. PÉRIT. COELIO.
HPPA001;13C05 13C06 13C07 13C18 13C19 21C05;13 21;non;LIBÉR. ADHÉR. PELV. PR STÉRILITÉ CHEZ FEMME LAPARO
HPPA002;06C13 13C13 17C06 21C05;06 13 17 21;non;SECTION BRIDE +/- ADHÉR. PÉRIT. PR OCCLUSION INTEST.
HPPA003;13C05 13C06 13C07 13C18 13C19 17C07 21C05;13 17 21;non;LIBÉR. ADHÉR. SERRÉES PR STÉRILITÉ CHEZ FEMME
HPPC001;13C05 13C06 13C07 13C18 13C19 21C05;13 21;non;LIBÉR. ADHÉR. PELV. PR STÉRILITÉ CHEZ FEMME COELIO.
HPPC002;13C05 13C06 13C07 13C18 13C19 21C05;13 21;non;LIBÉR. ADHÉR. SERRÉES PR STÉRILITÉ CHEZ FEMME
HPPC003;06C13 07C08 11C08 12C09 12C10 13C13 17C07;06 07 11 12 13 17;non;SECTION BRIDE +/- ADHÉR. PÉRIT. PR OCCLUSION INTEST. AIG.
HPQC001;10C08 13C09 14C09 21C05;10 13 14 21;non;EXPLO. PELVIS FÉMININ PÉLYCOSCOPIE
HPSA001;06C10 06C12 06C24 06C25 12C05 12C06 12C07 13C05 13C06 13C07 13C18 13C19;06 12 13;oui;LIGATURE CANAL PÉRIT.VAG PÉRIT. AB. INGUINAL
HPSC001;06C10 06C12 06C24 06C25 12C05 12C06 12C07 13C05 13C06 13C07 13C18 13C19;06 12 13;oui;LIGATURE CANAL PÉRIT.VAG PÉRIT. COELIO.
JACA001;11C02 11C03 17C07 21C05;11 17 21;non;SUTURE/FRAC. REIN LIMITÉE AU PARENCHYME AB. DIRECT
JACA002;11C02 11C03 17C06 21C05;11 17 21;non;NÉPHROSTOMIE CUT. AB. DIRECT
JADA001;11C02 11C03 17C07;11 17;non;NÉPHROPEXIE AB. DIRECT
JAEA002;11C02 11C03 17C06;11 17;non;GREF. REIN AB. DIRECT
JAEA003;17C06 27C06;17 27;non;GREF. REIN
JAFA001;11C02 11C03 17C06;11 17;non;HÉMINÉPHRECTOMIE +URÉTÉRECTOMIE PART. AB. DIRECT
JAFA002;11C02 11C03 17C06 21C05;11 17 21;non;NÉPHRECTOMIE TOT. LOMBOT.
JAFA003;11C02 11C03 17C07 21C05;11 17 21;non;HÉMINÉPHRECTOMIE +URÉTÉRECTOMIE TOT. AB. DIRECT
JAFA004;11C02 11C03 17C07;11 17;non;RÉSEC. KYSTE PARASITAIRE REIN LOMBOT.
JAFA005;11C02 11C03 17C06 21C05;11 17 21;non;NÉPHRECTOMIE ÉLARG. RÉSEC VCI AB. DIRECT
JAFA006;05C06 05C10 05C11 11C02 11C03 17C06 21C05;05 11 17 21;non;NÉPHRECTOMIE PART. EX SITU +GREF. REIN AB. DIRECT
JAFA007;11C02 11C03 17C06;11 17;non;RÉSEC. KYSTE NON PARASITAIRE REIN LOMBOT.
JAFA008;11C02 11C03 17C06 21C05;11 17 21;non;NÉPHRECTOMIE PART. +PÉD. VASC. LOMBOT/AB. LOMB.
JAFA009;11C02 11C03 17C06;11 17;non;NÉPHRECTOMIE ÉLARG. LAPARO/AB. LOMBOABDO.
JAFA010;11C02 11C03 17C06 21C05;11 17 21;non;NÉPHRECTOMIE TOT. UNILAT. AB. LOMB. VERT.
JAFA011;11C02 11C03 17C06;11 17;non;NÉPHRECTOMIE ÉLARG. +THROMBECTOMIE CTRL ATRIAL
JAFA012;11C02 11C03 17C06;11 17;non;NÉPHRECTOMIE TOT. LAPARO +EXTR. ENDOS.
JAFA013;11C02 11C03 17C06;11 17;non;PRÉLÈV. 1REIN SUR 1DONNEUR VIVANT AB. DIRECT
JAFA014;11C02 11C03 17C06;11 17;non;NÉPHRECTOMIE ÉLARG. +THROMBECTOMIE LAPARO/AB.
JAFA015;11C02 11C03 17C06 21C05;11 17 21;non;TRANSPLANTECTOMIE RÉNALE AB. DIRECT
JAFA016;11C02 11C03 17C06 21C05;11 17 21;non;BINÉPHRECTOMIE LAPARO
JAFA019;11C02 11C03 17C06 21C05;11 17 21;non;NÉPHRECTOMIE PART. +PÉD. VASC. LAPARO
JAFA021;10C03 11C02 11C03 17C06;10 11 17;non;NÉPHRECTOMIE ÉLARG. +SURRÉNALECTOMIE
JAFA022;11C02 11C03 17C06;11 17;non;NÉPHRECTOMIE ÉLARG. +THROMBECTOMIE
JAFA023;11C02 11C03 17C06 21C05;11 17 21;non;NÉPHRECTOMIE TOT. UNILAT. LAPARO
JAFA024;11C02 11C03 17C06 21C05;11 17 21;non;NÉPHRECTOMIE PART. SANS PÉD. VASC. LOMBOT/AB.
JAFA025;10C03 11C02 11C03 17C06 21C05;10 11 17 21;non;NÉPHRECTOMIE ÉLARG. +SURRÉNALECTOMIE
JAFA026;11C02 11C03 17C06;11 17;non;HÉMINÉPHRECTOMIE PR FUSION RÉNALE AB. DIRECT
JAFA027;11C02 11C03 17C06 21C05;11 17 21;non;BINÉPHRECTOMIE AB. LOMB. VERT.
JAFA028;10C03 11C02 11C03 17C06 21C05;10 11 17 21;non;NÉPHRECTOMIE ÉLARG+SURRÉNALECTOMIE+CAVOTOMIE
JAFA029;10C03 11C02 11C03 17C06;10 11 17;non;NÉPHRECTOMIE ÉLARG. +SURRÉNALECTOMIE LAPARO/AB.
JAFA030;11C02 11C03 17C06 21C05;11 17 21;non;NÉPHRECTOMIE PART. SANS PÉD. VASC. LAPARO
JAFA031;11C02 11C03 17C06;11 17;non;NÉPHRECTOMIE ÉLARG. THOR.PHRÉNO.LAPARO
JAFA032;11C02 11C03 17C06 21C05;11 17 21;non;NÉPHRO-URÉTÉRECTOMIE TOT. AB. DIRECT
JAFC001;11C02 11C03 17C06 21C05;11 17 21;non;NÉPHRO-URÉTÉRECTOMIE TOT. COELIO
JAFC002;11C02 11C03 17C07 21C05;11 17 21;non;HÉMINÉPHRECTOMIE +URÉTÉRECTOMIE PART. COELIO
JAFC003;11C02 11C03 17C06;11 17;non;PRÉLÈV. 1REIN SUR 1DONNEUR VIVANT COELIO
JAFC004;11C02 11C03 17C06 21C05;11 17 21;non;BINÉPHRECTOMIE COELIO
JAFC005;11C02 11C03 17C07 21C05;11 17 21;non;NÉPHRECTOMIE PART. COELIO
JAFC006;11C02 11C03 17C06 21C05;11 17 21;non;NÉPHRECTOMIE TOT. UNILAT. COELIO
JAFC007;11C02 11C03 17C07 21C05;11 17 21;non;HÉMINÉPHRECTOMIE +URÉTÉRECTOMIE TOT. COELIO
JAFC008;11C02 11C03 17C07;11 17;non;RÉSEC. KYSTE NON PARASITAIRE REIN COELIO
JAFC010;10C03 11C02 11C03 17C06;10 11 17;non;NÉPHRECTOMIE ÉLARG. +SURRÉNALECTOMIE
JAFC019;11C02 11C03 17C06;11 17;non;NÉPHRECTOMIE ÉLARG. COELIO/RÉTROPÉRITONÉO.
JAGA001;11C02 11C03 17C06;11 17;non;ABL. 1CALCUL REIN PYÉLOTOMIE AB. DIRECT
JAGA002;11C02 11C03 17C06;11 17;non;ABL. 1CALCUL REIN NÉPHROTOMIE CONVEXITÉ AB. DIRECT
JAGA003;11C02 11C03 17C06;11 17;non;ABL. CALCULS MULT. REIN PYÉLOTOMIE +/- NÉPHROTOMIE AB.
JAGA004;11C02 11C03 17C06;11 17;non;ABL. 1CALCUL REIN NÉPHROTOMIE AB. DIRECT
JAGA005;11C02 11C03 17C06;11 17;non;ABL. CALCULS MULT. REIN NÉPHROTOMIE CONVEXITÉ AB.
JAGA006;11C02 11C03 17C06;11 17;non;ABL. 1CALCUL REIN PYÉLOTOMIE +NÉPHROTOMIE AB. DIRECT
JAGC001;11C02 11C03 17C06;11 17;non;ABL. 1CALCUL REIN PYÉLOTOMIE RÉTROPÉRITONÉOSCOPIE
JAGD002;11C02 11C03 17C06;11 17;non;ABL. 1CALCUL CORALLIFORME/CPLX REIN 1NÉPHROSTOM
JAGF001;11C02 11C03 17C07;11 17;non;ABL. CALCULS MULT. REIN TRANSCUT.
JAGF002;11C02 11C03 17C07;11 17;non;ABL. 1CALCUL SIMPLE REIN TRANSCUT.
JAGF003;11C02 11C03 17C06;11 17;non;ABL. 1CALCUL CORALLIFORME/CPLX REIN TRANSCUT.
JAHA001;11C02 11C03 16C03 17C07;11 16 17;non;BIOPSIE REIN AB. DIRECT
JAHC001;11C08 12C09 12C10 16C03 21C05;11 12 16 21;non;BIOPSIE REIN COELIO
JAMA002;11C02 11C03 21C05;11 21;non;RÉPAR. 1TRAUMA CPLX REIN +V. EXCRÉTRICE AB. DIRECT
JANE002;11C11 11C13;11;non;FRAGMT INTRARÉN. CALC. CALIC.  INF. ONDE CHOC/LASER
JANE005;11C11 11C13;11;non;FRAGMT INTRARÉNALE CALCUL ONDES CHOC/LASER
JANH001;11C11 11C13;11;non;SCLÉROSE PLUS. KYSTES REIN INJ. TRANSCUT. GUID SCAN
JANH002;11C11 11C13;11;non;SCLÉROSE 1KYSTE REIN INJ. TRANSCUT. GUID SCAN
JANH798;11C11 11C13;11;non;DESTRUC TUMEUR RÉNALE PAR RADIOFRÉQ, PAR VOIE
JANJ002;11C11 11C13 17C07;11 17;non;FRAGMT INTRARÉNALE CALCUL ONDES CHOC
JANM001;11K08;11;non;LITHOTRITIE EXTRACORPORELLE REIN GUID RADIO
JANM002;11K08;11;non;LITHOTRITIE EXTRACORPORELLE REIN +GUID ÉCHO
JAPA001;11C02 11C03 17C07;11 17;non;SECTION ISTHME 1REIN FER À CHEVAL AB. DIRECT
JAPC018;11C02 11C03 17C06;11 17;non;SECTION ISTHME 1REIN FER À CHEVAL COELIO
JASA001;11C02 11C03 17C06 21C05;11 17 21;non;HÉMOSTASE PLAIE/FRAC. REIN POSE FILET PÉRIRÉNAL AB.
JBCA001;11C02 11C03 17C07 21C05;11 17 21;non;PYÉLOSTOMIE CUT. AB. DIRECT
JBFA001;11C11 11C13 17C06;11 17;non;EXÉRÈSE T. PYÉLIQUE +/- CALICIELLE +NÉPHROSTOMIE
JBFA002;11C02 11C03 17C06;11 17;non;RÉSEC.ANAST BASSINET +JONCTION PYÉLO-URÉTÉRALE
JBFC001;11C02 11C03 17C07;11 17;non;RÉSEC.ANAST BASSINET +JONCTION PYÉLO-URÉTÉRALE
JBFE001;11C11 11C13;11;non;EXÉRÈSE T. PYÉLIQUE +/- CALICIELLE ENDOS.
JBHE001;11K05 11K06 12K02 12K03 13K04 13K05;11 12 13;non;BIOPSIE V. EXCRÉTRICE SUP. ENDOS. RÉTROGRADE
JBMA001;11C02 11C03 17C06 21C05;11 17 21;non;PLASTIE BASSINET +JONCTION PYÉLO-URÉTÉRALE AB.
JBMC001;11C02 11C03 17C06 21C05;11 17 21;non;PLASTIE BASSINET +JONCTION PYÉLO-URÉTÉRALE COELIO
JBNE004;11C11 11C13;11;non;DESTRUC. T. PYÉLIQUE +/- CALIC. LASER
JBPE001;11C11 11C13;11;non;URÉT.PYÉL.TOM/URÉT.TOMIE URÉT.SCOPIE RÉTROGRADE
JBPE002;11C11 11C13 17C07;11 17;non;URÉT.PYÉL.TOM/URÉT.TOMIE NÉPHROSCOPIE
JBPG001;11C11 11C13 17C07;11 17;non;URÉT.PYÉL.TOM/URÉT.TOMIE NÉPHROSCOPIE TRANSCUT.
JBPH001;11C02 11C03 21C05;11 21;non;URÉT.PYÉL.TOM/URÉT.TOMIE GUID RADIO
JBQE001;11K05 11K06 12K02 12K03 13K04 13K05;11 12 13;non;URÉTÉRO-PYÉLO-CALISCOPIE RÉTROGRADE V. UR.
JCAD001;11C11 11C13;11;non;DILAT. URET. 1NÉPHROSTOM
JCAE001;11C11 11C13;11;non;DILAT. URET. URÉT.SCOPIE RÉTROGRADE
JCAF001;11C11 11C13;11;non;DILAT. URET. TRANSCUT.
JCAH001;11C11 11C13;11;non;DILAT. URET. URÉTROCYSTOSCOPIE GUID RADIO
JCCA002;11C02 11C03 12C09 12C10 13C13 17C06 21C05;11 12 13 17 21;non;URÉT.STOM CUT. AB. DIRECT
JCCA003;11C02 11C03 17C07 21C05;11 17 21;non;SUTURE URET. AB. DIRECT
JCCA005;11C02 11C03 17C06;11 17;non;ANAST. URÉTÉROCALICIELLE AB. DIRECT
JCCA006;11C02 11C03 12C09 12C10 13C13 17C06 21C05;11 12 13 17 21;non;URÉT.STOM CUT. TRANSINTESTIN ANSE NON DÉTUBULÉE
JCCA007;11C02 11C03 17C07 21C05;11 17 21;non;DÉRIV. URIN. ANAST. URÉTÉRO-URÉTÉRALE HOMOLAT. AB.
JCCA008;11C02 11C03 17C06 21C05;11 17 21;non;DÉRIV. URIN. ANAST. URÉTÉRO-URÉTÉRALE CROISÉE AB.
JCCA009;11C02 11C03 17C06 21C05;11 17 21;non;DÉRIV. URINE CONDUIT RÉNOVÉSICAL PROTH. SSCUT
JCCA010;11C02 11C03 17C06;11 17;non;DÉRIV. URINE CONDUIT RÉNOVÉSICAL PROTH. SSCUT SANS
JCCA011;11C02 11C03 12C09 12C10 13C13 17C06 21C05;11 12 13 17 21;non;URÉT.STOM CUT. TRANSINTESTIN +NÉORÉSERVOIR
JCCA012;11C02 11C03 12C09 12C10 13C13 21C05;11 12 13 21;non;ANAST. URÉT.COL/URÉT.RECT +RÉSERVOIR DÉTUBULÉ AB.
JCCA013;11C02 11C03 12C09 12C10 13C13 17C06 21C05;11 12 13 17 21;non;ANAST. URÉT.COL/URÉT.RECT DIRECTE AB. DIRECT
JCCA014;11C02 11C03 12C09 12C10 13C13 17C07 21C05;11 12 13 17 21;non;URÉT.STOM CUT. +ANAST. URÉTÉRO-URÉTÉRALE CROISÉE
JCCB001;11C11 11C13 12C09 12C10 13C13 21C05;11 12 13 21;non;URÉT.STOM TRANSCUT.
JCCC001;11C02 11C03 12C09 12C10 13C13 17C06 21C05;11 12 13 17 21;non;URÉT.STOM CUT. COELIO
JCCC002;11C02 11C03 12C09 12C10 13C13 17C06 21C05;11 12 13 17 21;non;URÉT.STOM CUT. TRANSINTESTIN ANSE NON DÉTUBULÉE
JCCC003;11C02 11C03 17C06 21C05;11 17 21;non;SUTURE URET. COELIO
JCEA001;11C02 11C03 17C06;11 17;non;RÉIMPLANT. URÉT.VÉS BILAT. +ANTIREFLUX AB. DIRECT
JCEA002;11C02 11C03 17C06;11 17;non;RÉIMPLANT. URÉT.VÉS UNILAT. +ANTIREFLUX AB. DIRECT
JCEA003;11C02 11C03 17C06;11 17;non;RÉIMPLANT. URÉT.VÉS PLASTIE VÉSIC. (PSOÏQUE) AB.
JCEA004;11C02 11C03 17C07;11 17;non;RÉIMPLANT. VÉS. 1DUPLICITÉ URÉTÉRALE AB. DIRECT
JCEA005;11C02 11C03 17C06;11 17;non;RÉIMPLANT. URÉT.VÉS SANS ANTIREFLUX AB. DIRECT
JCEC006;11C02 11C03 17C07;11 17;non;RÉIMPLANT. URÉT.VÉS UNILAT. +ANTIREFLUX COELIO
JCEC011;11C02 11C03 17C07;11 17;non;RÉIMPLANT. URÉT.VÉS BILAT. +ANTIREFLUX COELIO
JCEE001;11C11 11C13;11;non;REFOULEMENT CALCUL URET. SONDE URÉTÉRALE ENDOS.
JCFA001;11C02 11C03 17C06;11 17;non;URÉTÉRECTOMIE TOT. AB. DIRECT
JCFA002;11C02 11C03 17C06 21C05;11 17 21;non;URÉTÉRECTOMIE SEGT LOMBO-ILIAQUE +ANAST. URET. AB.
JCFA003;11C02 11C03 17C06 21C05;11 17 21;non;URÉTÉRECTOMIE SEGT PELV. +ANAST. URET. AB. DIRECT
JCFA004;11C02 11C03 17C06 21C05;11 17 21;non;EXÉRÈSE URÉTÉROCÈLE +RÉIMPLANT. VÉS +1/2NÉPHRECT
JCFA005;11C02 11C03 17C06;11 17;non;RÉSEC. +PLASTIE MÉGA-URETÈRE +RÉIMPLANT.
JCFA006;11C02 11C03 17C06;11 17;non;EXÉRÈSE UNILAT. 1URÉTÉROCÈLE +RÉIMPLANT. URÉT.VÉS
JCFA007;11C02 11C03 17C07;11 17;non;EXÉRÈSE 1URÉTÉROCÈLE +RÉIMPLANT. URÉT.VÉS
JCFA008;11C02 11C03 17C06 21C05;11 17 21;non;URÉTÉRECTOMIE SEGT PELV+RÉIMPLANT
JCFA009;11C02 11C03 17C06 21C05;11 17 21;non;URÉTÉRECTOMIE SEGT PELV. +RÉIMPLANT. URÉT.VÉS AB.
JCFA010;11C02 11C03 17C06 21C05;11 17 21;non;URÉTÉRECTOMIE SEGT PELV. +RÉIMPLANT. URÉT.VÉS
JCFC001;11C02 11C03 17C07;11 17;non;URÉTÉRECTOMIE TOT. COELIO
JCFE001;11C11 11C13;11;non;EXÉRÈSE T. URET. LOMB. URÉT.SCOPIE RÉTROGRADE
JCFE002;11C11 11C13 17C07;11 17;non;EXÉRÈSE T. URET. PELV. URÉT.SCOPIE RÉTROGRADE
JCFE003;11C11 11C13;11;non;EXÉRÈSE T. URET. ILIAQ URÉT.SCOPIE RÉTROGRADE
JCFF001;11C11 11C13 17C07;11 17;non;EXÉRÈSE T. URET. LOMB. TRANSCUT.
JCGA001;11C02 11C03 17C07;11 17;non;ABL. CALCUL URET. PELV. AB. DIRECT
JCGA002;11C02 11C03 17C07;11 17;non;ABL. CALCUL URET. LOMB. AB. DIRECT
JCGA003;11C02 11C03 17C07;11 17;non;ABL. CALCUL URET. ILIAQ AB. DIRECT
JCGC001;11C02 11C03;11;non;ABL. CALCUL URET. PELV. COELIO
JCGC002;11C02 11C03 17C07;11 17;non;ABL. CALCUL URET. ILIAQ COELIO
JCGC003;11C02 11C03 17C07;11 17;non;ABL. CALCUL URET. LOMB. COELIO
JCGE001;11C11 11C13;11;non;ABL. +/- FRAGMT CALCUL URET. PELV. URÉT.SCOPIE
JCGE002;11C11 11C13;11;non;ABL. +/- FRAGMT CALCUL URET. URÉT.SCOPIE
JCGE003;11K03 11K04 12K02 12K03 13K02 13K03;11 12 13;non;ABL. 1SONDE URÉTÉRALE ENDOS. RÉTROGRADE
JCGE004;11K03 11K04 12K02 12K03 13K02 13K03;11 12 13;non;ABL. 1ENDOPROTH. URÉTÉRALE ENDOS. RÉTROGRADE
JCGE005;11C11 11C13;11;non;ABL. +/- FRAGMT CALCUL URET. ILIAQ URÉT.SCOPIE
JCGE006;11C11 11C13;11;non;ABL. +/- FRAGMT CALCUL URET. LOMB. URÉT.SCOPIE
JCGG001;11C11 11C13;11;non;ABL. +/- FRAGMT CALCUL URET. URÉT.SCOPIE
JCGH001;11C11 11C13;11;non;ABL. +/- FRAGMT CALCUL URET. TRANSCUT. +GUID ÉCHO
JCGH004;11C11 11C13;11;non;ABL. +/- FRAGMT CALCUL URET. URÉTROCYSTOSCOPIE +GUID
JCGH005;11C11 11C13;11;non;ABL. +/- FRAGMT CALCUL URET. 1NÉPHROSTOM +GUID ÉCHO
JCKA001;11C02 11C03 17C06 21C05;11 17 21;non;REMPLT PART. URET. 1SEGT DIG. AB. DIRECT
JCKA002;11C02 11C03 17C06 21C05;11 17 21;non;REMPLT TOT. URET. 1SEGT DIG. AB. DIRECT
JCKE001;11K03 11K04 12K02 12K03 13K02 13K03;11 12 13;non;CHANGT 1SONDE URÉTÉRALE ENDOS. RÉTROGRADE
JCKE002;11C11 11C13 21C05;11 21;non;CHANGT 1ENDOPROTH. URÉTÉRALE ENDOS. RÉTROGRADE
JCKH001;11C11 11C13 21C05;11 21;non;CHANGT 1ENDOPROTH. URÉTÉRALE 1NÉPHROSTOM GUID
JCLD001;11C11 11C13;11;non;POSE 1ENDOPROTH. URÉTÉRALE 1NÉPHROSTOM
JCLE001;11C11 11C13 17C07;11 17;non;POSE 1SONDE URÉTÉRALE THÉRAP. ENDOS. RÉTROGRADE
JCLE002;11C11 11C13 17C07;11 17;non;POSE 1ENDOPROTH. URÉTÉRALE ENDOS. RÉTROGRADE
JCLE003;11K03 11K04 12K02 12K03 13K02 13K03;11 12 13;non;POSE 1SONDE URÉTÉRALE DIAG. ENDOS. RÉTROGRADE
JCLE004;11C11 11C13;11;non;INJ. SSMUQ INTRA-URÉTÉRALE MAT. HÉTÉROLOGUE ENDOS.
JCMA001;11C02 11C03 12C09 12C10 13C13 17C07 21C05;11 12 13 17 21;non;TRANSFORM. 1URÉT.STOM CUT. ANAST. URÉT.COL
JCMA002;11C02 11C03 12C09 12C10 13C13 17C07 21C05;11 12 13 17 21;non;TRANSFORM. 1URÉT.STOM CUT. DÉRIV. INT. +RÉSERVOIR
JCMA003;11C02 11C03 12C09 12C10 13C13 17C06 21C05;11 12 13 17 21;non;TRANSFORM. 1URÉT.STOM CUT. DÉRIV. INT. RÉIMPLANT.
