# Fichiers officiels ATIH — Manuel des GHM, version 2025 (arrêté publié au BO du 23/07/2025) : annexe 2 (GHM classés par CMD), annexe 3 (GHM courts et caractéristiques des racines). Source : https://www.atih.sante.fr/manuel-des-ghm-2025-publication-bo
# Extraites le 2026-09-24 par scripts/extraire-referentiel-atih.py : données officielles reprises telles quelles.
# libelle = libellé du GHM représentatif de la racine (version « en ambulatoire » lorsqu'elle existe, sinon premier niveau publié).
# ghm_court : J = ambulatoire strict (0 nuit) ; T0/T1/T2 = très courte durée (0 jour, 0 à 1 jour, 0 à 2 jours).
racine_ghm;cmd;categorie_majeure_ghm;ghm_court;admet_sejour_0_nuit;libelle
06M10;06;"Groupes ""médicaux""";;non;Ulcères gastroduodénaux compliqués, niveau 1
06M11;06;"Groupes ""médicaux""";T1;oui;Ulcères gastroduodénaux non compliqués, très courte durée
06M12;06;"Groupes ""médicaux""";T1;oui;Douleurs abdominales, très courte durée
06M13;06;"Groupes ""médicaux""";T1;oui;Tumeurs malignes de l'oesophage et de l'estomac, très courte durée
06M14;06;"Groupes ""médicaux""";;non;Invaginations intestinales aigües, niveau 1
06M15;06;"Groupes ""médicaux""";;non;Suivi de greffes de l'appareil digestif
06M16;06;"Groupes ""médicaux""";;non;Explorations et surveillance pour affections de l'appareil digestif
06M17;06;"Groupes ""médicaux""";T0;oui;Soins de stomies digestives, très courte durée
06M18;06;"Groupes ""médicaux""";T1;oui;Symptômes et autres recours aux soins de la CMD 06, très courte durée
06M19;06;"Groupes ""médicaux""";;non;Affections sévères du tube digestif, niveau 1
06M20;06;"Groupes ""médicaux""";T1;oui;Tumeurs bénignes de l'appareil digestif, très courte durée
06M21;06;"Groupes ""médicaux""";;non;Autres affections digestives concernant majoritairement la petite enfance, niveau 1
07C06;07;Groupes chirurgicaux;;non;Interventions diagnostiques sur le système hépato-biliaire et pancréatique pour affections malignes, niveau 1
07C07;07;Groupes chirurgicaux;;non;Interventions diagnostiques sur le système hépato-biliaire et pancréatique pour affections non malignes, niveau 1
07C08;07;Groupes chirurgicaux;;non;Autres interventions sur le système hépato-biliaire et pancréatique, niveau 1
07C09;07;Groupes chirurgicaux;;non;Interventions sur le foie, le pancréas et les veines porte ou cave pour tumeurs malignes, niveau 1
07C10;07;Groupes chirurgicaux;;non;Interventions sur le foie, le pancréas et les veines porte ou cave pour affections non malignes, niveau 1
07C11;07;Groupes chirurgicaux;;non;Dérivations biliaires, niveau 1
07C12;07;Groupes chirurgicaux;;non;Autres interventions sur les voies biliaires sauf cholécystectomies isolées, niveau 1
07C13;07;Groupes chirurgicaux;;non;Cholécystectomies sans exploration de la voie biliaire principale pour affections aigües, niveau 1
07C14;07;Groupes chirurgicaux;J;oui;Cholécystectomies sans exploration de la voie biliaire principale à l'exception des affections aigües, en ambulatoire
07K02;07;Groupes avec acte classant non opératoire;;non;Endoscopies biliaires thérapeutiques et anesthésie : séjours de moins de 2 jours
07K04;07;Groupes avec acte classant non opératoire;J;oui;Endoscopie biliaire diagnostique et anesthésie, en ambulatoire
07K05;07;Groupes avec acte classant non opératoire;J;oui;Séjours comprenant une endoscopie biliaire thérapeutique ou diagnostique sans anesthésie, en ambulatoire
07K06;07;Groupes avec acte classant non opératoire;;non;Actes thérapeutiques par voie vasculaire pour des affections malignes du système hépatobiliaire, niveau 1
07M02;07;"Groupes ""médicaux""";T1;oui;Affections des voies biliaires, très courte durée
07M04;07;"Groupes ""médicaux""";T0;oui;Autres affections hépatiques, très courte durée
07M06;07;"Groupes ""médicaux""";T1;oui;Affections malignes du système hépato-biliaire ou du pancréas, très courte durée
07M07;07;"Groupes ""médicaux""";T1;oui;Cirrhoses alcooliques, très courte durée
07M08;07;"Groupes ""médicaux""";T0;oui;Autres cirrhoses et fibrose hépatique, très courte durée
07M09;07;"Groupes ""médicaux""";T0;oui;Hépatites chroniques, très courte durée
07M10;07;"Groupes ""médicaux""";T2;oui;Pancréatites aigües, très courte durée
07M11;07;"Groupes ""médicaux""";T1;oui;Autres affections non malignes du pancréas, très courte durée
07M12;07;"Groupes ""médicaux""";;non;Suivis de greffe de foie et de pancréas, niveau 1
07M13;07;"Groupes ""médicaux""";;non;Explorations et surveillance des affections du système hépatobiliaire et du pancréas
07M14;07;"Groupes ""médicaux""";T0;oui;Symptômes et autres recours aux soins de la CMD 07, très courte durée
07M15;07;"Groupes ""médicaux""";T1;oui;Affections hépatiques sévères à l'exception des tumeurs malignes, des cirrhoses et des hépatites alcooliques, très courte durée
07M16;07;"Groupes ""médicaux""";;non;Ictères du nouveau-né, niveau 1
08C02;08;Groupes chirurgicaux;;non;Interventions majeures multiples sur les genoux et/ou les hanches, niveau 1
08C04;08;Groupes chirurgicaux;;non;Interventions sur la hanche et le fémur, âge inférieur à 18 ans, niveau 1
08C06;08;Groupes chirurgicaux;;non;Amputations pour affections de l'appareil musculosquelettique et du tissu conjonctif, niveau 1
08C12;08;Groupes chirurgicaux;J;oui;Biopsies ostéoarticulaires, en ambulatoire
08C13;08;Groupes chirurgicaux;J;oui;Résections osseuses localisées et/ou ablation de matériel de fixation interne au niveau de la hanche et du fémur, en ambulatoire
08C14;08;Groupes chirurgicaux;J;oui;Résections osseuses localisées et/ou ablation de matériel de fixation interne au niveau d'une localisation autre
08C20;08;Groupes chirurgicaux;J;oui;Greffes de peau pour maladie de l'appareil musculosquelettique ou du tissu conjonctif, en ambulatoire
08C21;08;Groupes chirurgicaux;J;oui;Autres interventions portant sur l'appareil musculosquelettique et le tissu conjonctif, en ambulatoire
08C22;08;Groupes chirurgicaux;;non;Interventions pour reprise de prothèses articulaires, niveau 1
08C24;08;Groupes chirurgicaux;;non;Prothèses de genou, niveau 1
08C25;08;Groupes chirurgicaux;;non;Prothèses d'épaule, niveau 1
08C27;08;Groupes chirurgicaux;;non;Autres interventions sur le rachis, niveau 1
08C28;08;Groupes chirurgicaux;J;oui;Interventions maxillofaciales, en ambulatoire
08C29;08;Groupes chirurgicaux;J;oui;Interventions sur le tissu mou pour tumeurs malignes, en ambulatoire
08C31;08;Groupes chirurgicaux;;non;Interventions sur la jambe, âge inférieur à 18 ans, niveau 1
08C32;08;Groupes chirurgicaux;J;oui;Interventions sur la jambe, âge supérieur à 17 ans, en ambulatoire
08C33;08;Groupes chirurgicaux;;non;Interventions sur la cheville et l'arrière-pied à l'exception des fractures, niveau 1
08C34;08;Groupes chirurgicaux;J;oui;Interventions sur les ligaments croisés sous arthroscopie, en ambulatoire
08C35;08;Groupes chirurgicaux;J;oui;Interventions sur le bras, coude et épaule, en ambulatoire
08C36;08;Groupes chirurgicaux;J;oui;Interventions sur le pied, âge inférieur à 18 ans, en ambulatoire
08C37;08;Groupes chirurgicaux;J;oui;Interventions sur le pied, âge supérieur à 17 ans, en ambulatoire
08C38;08;Groupes chirurgicaux;J;oui;Autres arthroscopies du genou, en ambulatoire
08C39;08;Groupes chirurgicaux;J;oui;Interventions sur l'avant-bras, en ambulatoire
08C40;08;Groupes chirurgicaux;J;oui;Arthroscopies d'autres localisations, en ambulatoire
08C42;08;Groupes chirurgicaux;J;oui;Interventions non mineures sur les tissus mous, en ambulatoire
08C43;08;Groupes chirurgicaux;J;oui;Interventions non mineures sur la main, en ambulatoire
08C44;08;Groupes chirurgicaux;J;oui;Autres interventions sur la main, en ambulatoire
08C45;08;Groupes chirurgicaux;J;oui;Ménisectomie sous arthroscopie, en ambulatoire
08C46;08;Groupes chirurgicaux;J;oui;Autres interventions sur les tissus mous, en ambulatoire
08C47;08;Groupes chirurgicaux;;non;Prothèses de hanche pour traumatismes récents, niveau 1
08C48;08;Groupes chirurgicaux;;non;Prothèses de hanche pour des affections autres que des traumatismes récents, niveau 1
08C49;08;Groupes chirurgicaux;;non;Interventions sur la hanche et le fémur pour traumatismes récents, âge supérieur à 17 ans, niveau 1
08C50;08;Groupes chirurgicaux;;non;Interventions sur la hanche et le fémur sauf traumatismes récents, âge supérieur à 17 ans, niveau 1
08C51;08;Groupes chirurgicaux;;non;Interventions majeures sur le rachis pour fractures, cyphoses et scolioses, niveau 1
08C52;08;Groupes chirurgicaux;;non;Autres interventions majeures sur le rachis, niveau 1
08C53;08;Groupes chirurgicaux;;non;Interventions sur le genou pour traumatismes, niveau 1
08C54;08;Groupes chirurgicaux;J;oui;Interventions sur le genou pour des affections autres que traumatiques, en ambulatoire
08C55;08;Groupes chirurgicaux;;non;Interventions sur la cheville et l'arrière-pied pour fractures, niveau 1
08C57;08;Groupes chirurgicaux;J;oui;Libérations articulaires du membre inférieur à l'exception de la hanche et du pied, en ambulatoire
08C58;08;Groupes chirurgicaux;J;oui;Arthroscopies de l'épaule, en ambulatoire
08C59;08;Groupes chirurgicaux;J;oui;Ténosynovectomies du poignet, en ambulatoire
08C60;08;Groupes chirurgicaux;J;oui;Interventions sur le poignet autres que les ténosynovectomies, en ambulatoire
08C61;08;Groupes chirurgicaux;;non;Interventions majeures pour infections ostéoarticulaires, niveau 1
08C62;08;Groupes chirurgicaux;J;oui;Autres interventions pour infections ostéoarticulaires, en ambulatoire
08K02;08;Groupes avec acte classant non opératoire;J;oui;Affections de l'appareil musculosquelettique sans acte opératoire de la CMD 08, avec anesthésie, en ambulatoire
08K03;08;Groupes avec acte classant non opératoire;;non;Tractions continues et réductions progressives : autres que hanche et fémur, niveau 1
08K04;08;Groupes avec acte classant non opératoire;;non;Tractions continues et réductions progressives : hanche et fémur, niveau 1
08K05;08;Groupes avec acte classant non opératoire;J;oui;Spondyloplasties, en ambulatoire
08K06;08;Groupes avec acte classant non opératoire;;non;Autres actes interventionnels sur le rachis, séjours de moins de 2 nuits
08M04;08;"Groupes ""médicaux""";T1;oui;Transferts et autres séjours courts pour fractures de la hanche et du bassin
08M05;08;"Groupes ""médicaux""";T1;oui;Transferts et autres séjours pour fractures de la diaphyse, de l'épiphyse ou d'une partie non précisée du fémur
08M06;08;"Groupes ""médicaux""";T1;oui;Transferts et autres séjours courts pour fractures, entorses, luxations et dislocations de la jambe, âge inférieur
08M07;08;"Groupes ""médicaux""";T1;oui;Transferts et autres séjours courts pour fractures, entorses, luxations et dislocations de la jambe, âge
08M08;08;"Groupes ""médicaux""";T1;oui;Transferts et autres séjours courts pour entorses et luxations de la hanche et du bassin
08M09;08;"Groupes ""médicaux""";T0;oui;Arthropathies non spécifiques, très courte durée
08M10;08;"Groupes ""médicaux""";T0;oui;Maladies osseuses et arthropathies spécifiques, très courte durée
08M14;08;"Groupes ""médicaux""";T0;oui;Affections du tissu conjonctif, très courte durée
08M15;08;"Groupes ""médicaux""";T0;oui;Tendinites, myosites et bursites, très courte durée
08M18;08;"Groupes ""médicaux""";T1;oui;Suites de traitement après une affection de l'appareil musculosquelettique ou du tissu conjonctif, très courte
08M19;08;"Groupes ""médicaux""";T1;oui;Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif, très courte durée
08M20;08;"Groupes ""médicaux""";;non;Fractures, entorses, luxations et dislocations du bras et de l'avant-bras, âge inférieur à 18 ans, niveau 1
08M21;08;"Groupes ""médicaux""";;non;Entorses, luxations et dislocations du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 1
08M22;08;"Groupes ""médicaux""";;non;Fractures, entorses, luxations et dislocations de la main, niveau 1
08M23;08;"Groupes ""médicaux""";;non;Fractures, entorses, luxations et dislocations du pied, niveau 1
08M24;08;"Groupes ""médicaux""";T1;oui;Tumeurs primitives malignes des os, du cartilage ou des tissus mous, très courte durée
08M25;08;"Groupes ""médicaux""";T1;oui;Fractures pathologiques et autres tumeurs malignes de l'appareil musculosquelettique et du tissu conjonctif, très courte durée
08M26;08;"Groupes ""médicaux""";;non;Fractures du rachis, niveau 1
08M27;08;"Groupes ""médicaux""";T1;oui;Sciatiques et autres radiculopathies, très courte durée
08M28;08;"Groupes ""médicaux""";T1;oui;Autres rachialgies, très courte durée
08M29;08;"Groupes ""médicaux""";T1;oui;Autres pathologies rachidiennes relevant d'un traitement médical, très courte durée
08M30;08;"Groupes ""médicaux""";T1;oui;Rhumatismes et raideurs articulaires, très courte durée
08M31;08;"Groupes ""médicaux""";T1;oui;Ostéomyélites aigües (y compris vertébrales) et arthrites septiques, très courte durée
08M32;08;"Groupes ""médicaux""";T1;oui;Ostéomyélites chroniques, très courte durée
08M33;08;"Groupes ""médicaux""";T0;oui;Ablation de matériel sans acte classant, très courte durée
08M34;08;"Groupes ""médicaux""";T0;oui;Algoneurodystrophie, très courte durée
08M35;08;"Groupes ""médicaux""";;non;Explorations et surveillance de l'appareil musculosquelettique et du tissu conjonctif
08M36;08;"Groupes ""médicaux""";T0;oui;Symptômes et autres recours aux soins de la CMD 08, très courte durée
08M37;08;"Groupes ""médicaux""";T1;oui;Fractures du bras et de l'avant-bras, âge supérieur à 17 ans, très courte durée
08M38;08;"Groupes ""médicaux""";T1;oui;Entorses et luxations du rachis, très courte durée
09C08;09;Groupes chirurgicaux;J;oui;Interventions sur la région anale et périanale, en ambulatoire
09C09;09;Groupes chirurgicaux;;non;Interventions plastiques en dehors de la chirurgie esthétique, niveau 1
09C13;09;Groupes chirurgicaux;J;oui;Interventions pour condylomes anogénitaux, en ambulatoire
09C14;09;Groupes chirurgicaux;J;oui;Certains curages lymphonodaux pour des affections de la peau, des tissus sous-cutanés ou des seins, en ambulatoire
09C16;09;Groupes chirurgicaux;;non;Mastectomies totales avec reconstructions complexes, niveau 1
09C17;09;Groupes chirurgicaux;;non;Reconstructions complexes isolées, niveau 1
09C18;09;Groupes chirurgicaux;;non;Interventions majeures pour tumeur maligne du sein avec reconstruction prothétique, niveau 1
09C19;09;Groupes chirurgicaux;;non;Interventions majeures pour tumeur maligne du sein, niveau 1
09C20;09;Groupes chirurgicaux;J;oui;Autres interventions pour tumeur maligne du sein, en ambulatoire
09C21;09;Groupes chirurgicaux;;non;Interventions majeures hors tumeur maligne du sein, niveau 1
09C22;09;Groupes chirurgicaux;J;oui;Autres interventions hors tumeur maligne du sein, en ambulatoire
09C23;09;Groupes chirurgicaux;J;oui;Interventions majeures pour tumeur maligne de la peau, en ambulatoire
09C24;09;Groupes chirurgicaux;J;oui;Interventions intermédiaires pour tumeur maligne de la peau, en ambulatoire
09C25;09;Groupes chirurgicaux;J;oui;Autres interventions pour tumeur maligne de la peau, en ambulatoire
09C26;09;Groupes chirurgicaux;J;oui;Interventions pour tumeurs bénignes, naevus, kystes ou atteintes de l'ongle, en ambulatoire
09C27;09;Groupes chirurgicaux;;non;Interventions d'exérèse ou de greffe pour infection, niveau 1
09C28;09;Groupes chirurgicaux;J;oui;Interventions majeures d'exérèse ou de greffe, en ambulatoire
09C29;09;Groupes chirurgicaux;J;oui;Interventions intermédiaires d'exérèse ou de greffe, en ambulatoire
09C30;09;Groupes chirurgicaux;J;oui;Exérèse de lésions fasciales ou sousfasciales des tissus mous, en ambulatoire
09C31;09;Groupes chirurgicaux;J;oui;Autres interventions d'exérèse ou de greffe, en ambulatoire
09C32;09;Groupes chirurgicaux;J;oui;Chirurgie superficielle des orifices sensoriels de la face, en ambulatoire
09C33;09;Groupes chirurgicaux;;non;Autres interventions majeures de la CMD09, niveau 1
09C34;09;Groupes chirurgicaux;J;oui;Autres interventions de la CMD09, en ambulatoire
09K02;09;Groupes avec acte classant non opératoire;J;oui;Affections de la peau, des tissus sous-cutanés et des seins sans acte opératoire de la CMD 09, avec anesthésie, en ambulatoire
09M02;09;"Groupes ""médicaux""";T0;oui;Traumatismes de la peau et des tissus sous-cutanés, âge inférieur à 18 ans, très courte durée
09M03;09;"Groupes ""médicaux""";T0;oui;Traumatismes de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, très courte durée
09M04;09;"Groupes ""médicaux""";T1;oui;Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge inférieur à 18 ans, très courte
09M05;09;"Groupes ""médicaux""";T1;oui;Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, très courte
09M06;09;"Groupes ""médicaux""";T0;oui;Ulcères cutanés, très courte durée
09M07;09;"Groupes ""médicaux""";T0;oui;Autres affections dermatologiques, très courte durée
09M08;09;"Groupes ""médicaux""";T1;oui;Affections dermatologiques sévères, très courte durée
09M09;09;"Groupes ""médicaux""";T1;oui;Affections non malignes des seins, très courte durée
09M10;09;"Groupes ""médicaux""";T0;oui;Tumeurs malignes des seins, très courte durée
09M11;09;"Groupes ""médicaux""";T0;oui;Tumeurs de la peau, très courte durée
09M12;09;"Groupes ""médicaux""";;non;Explorations et surveillance des affections de la peau
09M13;09;"Groupes ""médicaux""";;non;Explorations et surveillance des affections des seins
09M14;09;"Groupes ""médicaux""";T0;oui;Symptômes et autres recours aux soins concernant les affections de la peau, très courte durée
09M15;09;"Groupes ""médicaux""";;non;Symptômes et autres recours aux soins concernant les affections des seins
09Z02;09;"Groupes ""médicaux""";;non;Chirurgie esthétique, sans complication significative
10C02;10;Groupes chirurgicaux;;non;Interventions sur l'hypophyse, niveau 1
10C03;10;Groupes chirurgicaux;;non;Interventions sur les glandes surrénales, niveau 1
10C05;10;Groupes chirurgicaux;;non;Interventions sur les parathyroïdes, niveau 1
10C07;10;Groupes chirurgicaux;;non;Interventions sur le tractus thyréoglosse, niveau 1
10C08;10;Groupes chirurgicaux;J;oui;Autres interventions pour troubles endocriniens, métaboliques ou nutritionnels, en ambulatoire
10C09;10;Groupes chirurgicaux;;non;Gastroplasties pour obésité, niveau 1
10C10;10;Groupes chirurgicaux;;non;Autres interventions pour obésité, niveau 1
10C11;10;Groupes chirurgicaux;;non;Interventions sur la thyroïde pour tumeurs malignes, niveau 1
10C12;10;Groupes chirurgicaux;;non;Interventions sur la thyroïde pour affections non malignes, niveau 1
10C13;10;Groupes chirurgicaux;;non;Interventions digestives autres que les gastroplasties, pour obésité, niveau 1
10M02;10;"Groupes ""médicaux""";T1;oui;Diabète, âge supérieur à 35 ans, très courte durée
10M03;10;"Groupes ""médicaux""";T1;oui;Diabète, âge inférieur à 36 ans, très courte durée
10M07;10;"Groupes ""médicaux""";T1;oui;Autres troubles endocriniens, très courte durée
10M08;10;"Groupes ""médicaux""";T1;oui;Acidocétose et coma diabétique, très courte durée
10M09;10;"Groupes ""médicaux""";T0;oui;Obésité, très courte durée
10M10;10;"Groupes ""médicaux""";T1;oui;Maladies métaboliques congénitales sévères, très courte durée
10M11;10;"Groupes ""médicaux""";T0;oui;Autres maladies métaboliques congénitales, très courte durée
10M12;10;"Groupes ""médicaux""";T1;oui;Tumeurs des glandes endocrines, très courte durée
10M13;10;"Groupes ""médicaux""";T1;oui;Explorations et surveillance pour affections endocriniennes et métaboliques, très courte durée
10M14;10;"Groupes ""médicaux""";T0;oui;Symptômes et autres recours aux soins de la CMD 10, très courte durée
10M15;10;"Groupes ""médicaux""";T1;oui;Troubles métaboliques, âge inférieur à 18 ans, très courte durée
10M16;10;"Groupes ""médicaux""";T1;oui;Troubles métaboliques, âge supérieur à 17 ans, très courte durée
10M17;10;"Groupes ""médicaux""";T1;oui;Troubles nutritionnels divers, âge inférieur à 18 ans, très courte durée
10M18;10;"Groupes ""médicaux""";T1;oui;Troubles nutritionnels divers, âge supérieur à 17 ans, très courte durée
10M19;10;"Groupes ""médicaux""";;non;Autres affections de la CMD 10 concernant majoritairement la petite enfance, niveau 1
10M20;10;"Groupes ""médicaux""";;non;Problèmes alimentaires du nouveau-né et du nourrisson, niveau 1
11C02;11;Groupes chirurgicaux;;non;Interventions sur les reins et les uretères et chirurgie majeure de la vessie pour une affection tumorale, niveau
11C03;11;Groupes chirurgicaux;;non;Interventions sur les reins et les uretères et chirurgie majeure de la vessie pour une affection non tumorale, niveau 1
11C04;11;Groupes chirurgicaux;J;oui;Autres interventions sur la vessie à l'exception des interventions transurétrales, en ambulatoire
11C06;11;Groupes chirurgicaux;;non;Interventions sur l'urètre, âge inférieur à 18 ans, niveau 1
11C07;11;Groupes chirurgicaux;J;oui;Interventions sur l'urètre, âge supérieur à 17 ans, en ambulatoire
11C08;11;Groupes chirurgicaux;T1;oui;Autres interventions sur les reins et les voies urinaires, très courte durée
11C09;11;Groupes chirurgicaux;J;oui;Créations et réfections de fistules artérioveineuses pour affections de la CMD 11, en ambulatoire
11C10;11;Groupes chirurgicaux;J;oui;Interventions pour incontinence urinaire en dehors des interventions transurétrales, en ambulatoire
11C11;11;Groupes chirurgicaux;J;oui;Interventions par voie transurétrale ou transcutanée pour lithiases urinaires, en ambulatoire
11C12;11;Groupes chirurgicaux;J;oui;Injections de toxine botulique dans l'appareil urinaire, en ambulatoire
11C13;11;Groupes chirurgicaux;J;oui;Interventions par voie transurétrale ou transcutanée pour des affections non lithiasiques, en ambulatoire
11K02;11;Groupes avec acte classant non opératoire;J;oui;Insuffisance rénale, avec dialyse, en ambulatoire
11K03;11;Groupes avec acte classant non opératoire;;non;Endoscopies génito-urinaires thérapeutiques et anesthésie : séjours de la CMD 11 et de moins de 2 jours
11K04;11;Groupes avec acte classant non opératoire;;non;Séjours de la CMD 11 comprenant une endoscopie génito-urinaire thérapeutique sans anesthésie : séjours de moins de 2 jours
11K05;11;Groupes avec acte classant non opératoire;;non;Endoscopies génito-urinaires diagnostiques et anesthésie : séjours de la CMD 11 et de moins de 2 jours
11K06;11;Groupes avec acte classant non opératoire;;non;Séjours de la CMD 11 comprenant une endoscopie génito-urinaire diagnostique sans anesthésie : séjours de moins de 2 jours
11K07;11;Groupes avec acte classant non opératoire;;non;Séjours de la CMD 11 comprenant la mise en place de certains accès vasculaires, en ambulatoire
11K08;11;Groupes avec acte classant non opératoire;J;oui;Lithotritie extracorporelle de l'appareil urinaire, en ambulatoire
11M02;11;"Groupes ""médicaux""";T1;oui;Lithiases urinaires, très courte durée
11M03;11;"Groupes ""médicaux""";T0;oui;Infections des reins et des voies urinaires, âge inférieur à 18 ans, très courte durée
11M04;11;"Groupes ""médicaux""";T0;oui;Infections des reins et des voies urinaires, âge supérieur à 17 ans, très courte durée
11M06;11;"Groupes ""médicaux""";T1;oui;Insuffisance rénale, sans dialyse, très courte durée
11M07;11;"Groupes ""médicaux""";T1;oui;Tumeurs des reins et des voies urinaires, très courte durée
11M08;11;"Groupes ""médicaux""";T0;oui;Autres affections des reins et des voies urinaires, âge inférieur à 18 ans, très courte durée
11M10;11;"Groupes ""médicaux""";T0;oui;Rétrécissement urétral, très courte durée
11M11;11;"Groupes ""médicaux""";;non;Signes et symptômes concernant les reins et les voies urinaires, âge inférieur à 18 ans, niveau 1
11M12;11;"Groupes ""médicaux""";T1;oui;Signes et symptômes concernant les reins et les voies urinaires, âge supérieur à 17 ans, très courte durée
11M15;11;"Groupes ""médicaux""";T0;oui;Autres affections des reins et des voies urinaires d'origine diabétique, âge supérieur à 17 ans, très courte
11M16;11;"Groupes ""médicaux""";T0;oui;Autres affections des reins et des voies urinaires, à l'exception de celles d'origine diabétique, âge supérieur à
11M17;11;"Groupes ""médicaux""";;non;Surveillances de greffes de rein, niveau 1
11M18;11;"Groupes ""médicaux""";;non;Explorations et surveillance pour affections du rein et des voies urinaires
11M19;11;"Groupes ""médicaux""";T0;oui;Autres symptômes et recours aux soins de la CMD 11, très courte durée
11M20;11;"Groupes ""médicaux""";;non;Autres affections uronéphrologiques concernant majoritairement la petite enfance, niveau 1
12C03;12;Groupes chirurgicaux;J;oui;Interventions sur le pénis, en ambulatoire
12C04;12;Groupes chirurgicaux;J;oui;Prostatectomies transurétrales, en ambulatoire
12C05;12;Groupes chirurgicaux;;non;Interventions sur les testicules pour tumeurs malignes, niveau 1
12C06;12;Groupes chirurgicaux;J;oui;Interventions sur les testicules pour affections non malignes, âge inférieur à 18 ans, en ambulatoire
12C07;12;Groupes chirurgicaux;J;oui;Interventions sur les testicules pour affections non malignes, âge supérieur à 17 ans, en ambulatoire
12C08;12;Groupes chirurgicaux;J;oui;Circoncision, en ambulatoire
12C09;12;Groupes chirurgicaux;;non;Autres interventions pour tumeurs malignes de l'appareil génital masculin, niveau 1
12C10;12;Groupes chirurgicaux;;non;Autres interventions pour affections non malignes de l'appareil génital masculin, niveau 1
12C11;12;Groupes chirurgicaux;;non;Interventions pelviennes majeures chez l'homme pour tumeurs malignes, niveau 1
12C12;12;Groupes chirurgicaux;;non;Interventions pelviennes majeures chez l'homme pour affections non malignes, niveau 1
12C13;12;Groupes chirurgicaux;J;oui;Stérilisation et vasoplastie, en ambulatoire
12K02;12;Groupes avec acte classant non opératoire;;non;Endoscopies génito-urinaires et anesthésie : séjours de la CMD 12 et de moins de deux jours
12K03;12;Groupes avec acte classant non opératoire;;non;Séjours de la CMD 12 comprenant une endoscopie génito-urinaire sans anesthésie : séjours de moins de deux jours
12K06;12;Groupes avec acte classant non opératoire;J;oui;Séjours comprenant une biopsie prostatique, en ambulatoire
12M03;12;"Groupes ""médicaux""";T1;oui;Tumeurs malignes de l'appareil génital masculin, très courte durée
12M04;12;"Groupes ""médicaux""";T1;oui;Hypertrophie prostatique bénigne, très courte durée
12M05;12;"Groupes ""médicaux""";T0;oui;Autres affections de l'appareil génital masculin, très courte durée
12M06;12;"Groupes ""médicaux""";T1;oui;Prostatites aigües et orchites, très courte durée
12M07;12;"Groupes ""médicaux""";T0;oui;Autres infections et inflammations de l'appareil génital masculin, très courte durée
12M08;12;"Groupes ""médicaux""";;non;Explorations et surveillance des affections de l'appareil génital masculin
12M09;12;"Groupes ""médicaux""";;non;Symptômes et autres recours aux soins de la CMD 12
13C03;13;Groupes chirurgicaux;;non;Hystérectomies, niveau 1
13C04;13;Groupes chirurgicaux;J;oui;Interventions réparatrices sur l'appareil génital féminin, en ambulatoire
13C05;13;Groupes chirurgicaux;;non;Interventions sur le système utéroannexiel pour tumeurs malignes, niveau 1
13C06;13;Groupes chirurgicaux;J;oui;Interruptions tubaires, en ambulatoire
13C07;13;Groupes chirurgicaux;J;oui;Interventions sur le système utéroannexiel pour des affections non malignes, autres que les interruptions
13C08;13;Groupes chirurgicaux;J;oui;Interventions sur la vulve, le vagin ou le col utérin, en ambulatoire
13C09;13;Groupes chirurgicaux;J;oui;Laparoscopies ou coelioscopies diagnostiques, en ambulatoire
13C10;13;Groupes chirurgicaux;J;oui;Ligatures tubaires par laparoscopie ou coelioscopie, en ambulatoire
13C11;13;Groupes chirurgicaux;J;oui;Dilatations et curetages, conisations pour tumeurs malignes, en ambulatoire
13C12;13;Groupes chirurgicaux;J;oui;Dilatations et curetages, conisations pour affections non malignes, en ambulatoire
13C13;13;Groupes chirurgicaux;T1;oui;Autres interventions sur l'appareil génital féminin, très courte durée
13C14;13;Groupes chirurgicaux;;non;Exentérations pelviennes, hystérectomies élargies ou vulvectomies pour tumeurs malignes, niveau 1
13C15;13;Groupes chirurgicaux;;non;Exentérations pelviennes, hystérectomies élargies ou vulvectomies pour affections non malignes, niveau 1
13C16;13;Groupes chirurgicaux;J;oui;Prélèvements d'ovocytes, en ambulatoire
13C17;13;Groupes chirurgicaux;J;oui;Cervicocystopexie, en ambulatoire
13C18;13;Groupes chirurgicaux;;non;Myomectomies de l'utérus, niveau 1
13C19;13;Groupes chirurgicaux;J;oui;Interventions pour stérilité ou motifs de soins liés à la reproduction, en ambulatoire
13C20;13;Groupes chirurgicaux;J;oui;Exérèses ou destructions de lésions du col de l'utérus sauf conisations, en ambulatoire
13K02;13;Groupes avec acte classant non opératoire;;non;Endoscopies génito-urinaires thérapeutiques et anesthésie : séjours de la CMD 13 et de moins de 2 jours
13K03;13;Groupes avec acte classant non opératoire;;non;Séjours de la CMD 13 comprenant une endoscopie génito-urinaire thérapeutique sans anesthésie : séjours de moins de 2 jours
13K04;13;Groupes avec acte classant non opératoire;;non;Endoscopies génito-urinaires diagnostiques et anesthésie : séjours de la CMD 13 et de moins de 2 jours
